date,elevation_m_asl,site_id,aspect,scan_file,type,position_m,depth_m,amplitude_dB,pixel_count
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,2.8,0.06,3.0,497
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,3,0.13,1.3,196
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,3.16,0.09,1.5,139
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,3.56,0.09,1.8,311
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,3.67,0.08,5.1,1042
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,3.95,0.06,6.1,1163
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,4.18,0.08,5.7,1872
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,4.26,0.09,1.7,378
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,4.55,0.08,2.5,1424
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,4.68,0.09,1.6,179
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,4.79,0.06,2.0,526
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,4.99,0.04,19.1,2140
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,5.36,0.08,1.7,424
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,5.39,0.03,35.6,1398
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,5.55,0.09,2.2,335
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,5.62,0.09,2.6,377
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,5.75,0.05,3.2,522
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,5.95,0.08,2.6,499
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,6.44,0.10,7.3,1335
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,6.55,0.04,40.0,3908
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,6.68,0.11,1.6,204
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,6.79,0.07,3.8,679
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,7.1,0.14,2.6,604
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,7.5,0.09,3.3,837
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,7.91,0.06,2.4,312
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,8.04,0.08,3.7,726
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,8.31,0.06,6.4,3249
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,8.48,0.10,3.9,499
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,8.55,0.11,3.4,476
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,8.7,0.12,1.6,260
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,9.21,0.11,3.9,1185
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,9.28,0.14,1.4,242
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,9.39,0.05,5.5,1811
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,9.6,0.06,8.4,1607
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,9.8,0.14,1.5,376
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,9.8,0.04,3.9,148
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,9.9,0.11,1.6,446
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,10.21,0.06,10.9,2435
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,10.38,0.10,1.5,443
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,10.49,0.06,11.6,2514
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,10.66,0.10,2.6,798
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,10.78,0.06,25.4,1452
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,11.08,0.05,8.0,2948
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,11.19,0.08,3.3,702
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,11.42,0.06,9.4,1441
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,11.56,0.11,1.3,164
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,11.57,0.06,2.5,423
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,11.69,0.06,5.6,667
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,12.14,0.05,65.0,5010
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,12.46,0.09,6.6,1389
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,12.7,0.07,4.8,1278
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,12.8,0.04,10.8,474
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,12.82,0.08,2.0,247
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,13.04,0.09,2.0,732
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,13.17,0.06,13.1,1400
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,13.21,0.12,2.6,768
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,13.33,0.09,2.8,707
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,13.49,0.03,8.5,1251
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,13.8,0.08,1.7,153
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,13.95,0.06,1.6,180
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,14.08,0.08,4.3,837
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,14.26,0.06,2.4,597
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,14.38,0.06,20.8,662
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,14.54,0.04,17.5,1300
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,14.55,0.11,1.7,169
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,14.97,0.07,25.4,820
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,DETECT,15.13,0.05,9.7,828
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,0,NA,NA,NA
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,1.15,NA,NA,NA
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,3.41,NA,NA,NA
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,4.7,NA,NA,NA
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,7.15,NA,NA,NA
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,8.28,NA,NA,NA
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,10.77,NA,NA,NA
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,11.92,NA,NA,NA
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,14.5,NA,NA,NA
14/12/2023,2200,2,east,ROOT_PFTC7_SITE2_(nogp)_plot_e,MARKER,15.53,NA,NA,NA
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,0.09,0.03,24.2,905
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,0.14,0.12,1.7,438
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,0.55,0.09,1.3,212
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,0.79,0.11,2.2,345
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,1.1,0.12,2.6,1173
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,1.18,0.06,12.6,2879
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,1.4,0.04,43.9,5354
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,1.97,0.09,1.6,221
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,2.28,0.10,1.5,148
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,2.66,0.11,1.2,138
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,2.69,0.06,4.2,1855
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,2.81,0.04,3.6,557
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,3.02,0.10,1.3,101
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,3.05,0.02,22.7,1403
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,3.13,0.07,2.1,580
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,3.28,0.04,9.5,526
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,3.89,0.06,9.4,1294
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,4.04,0.06,3.0,445
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,4.17,0.10,1.7,190
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,4.29,0.08,5.5,1113
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,4.53,0.14,1.6,182
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,4.68,0.09,4.1,1023
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.01,0.15,2.2,413
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.04,0.07,2.7,311
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.15,0.11,1.9,468
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.28,0.12,1.1,69
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.33,0.05,8.1,660
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.46,0.09,1.7,151
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.58,0.03,22.9,2656
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.66,0.10,1.3,92
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.77,0.07,5.1,1332
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,5.89,0.06,3.5,593
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,6.28,0.05,3.0,375
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,6.58,0.05,8.1,253
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,6.65,0.06,2.3,572
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,6.92,0.06,2.6,907
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,7.22,0.02,53.0,3859
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,7.5,0.06,3.7,625
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,7.63,0.04,7.6,629
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,7.8,0.07,2.2,314
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,8.22,0.02,3.9,300
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,8.26,0.08,1.1,114
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,8.51,0.07,1.8,231
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,8.69,0.06,4.4,452
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,8.95,0.06,4.4,1163
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,9.31,0.06,3.1,450
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,9.49,0.05,7.8,404
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,9.53,0.03,37.5,1297
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,9.69,0.06,37.6,2047
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,9.83,0.10,1.5,117
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,9.97,0.06,2.3,495
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,10.22,0.07,1.9,398
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,10.48,0.10,3.3,629
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,10.65,0.07,2.3,509
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,11.05,0.06,3.7,687
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,11.14,0.05,2.3,209
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,11.26,0.06,3.4,164
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,11.36,0.08,1.4,134
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,11.62,0.04,23.1,2024
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,12.46,0.11,1.8,314
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,12.48,0.01,43.4,4857
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,12.5,0.07,3.4,988
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,12.68,0.09,2.2,519
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,12.87,0.08,3.1,565
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,13.23,0.08,4.8,408
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,13.49,0.07,1.8,485
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,13.66,0.07,1.3,157
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,13.79,0.04,15.1,1511
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,13.91,0.07,3.1,501
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,14.05,0.08,3.1,1190
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,14.52,0.10,1.7,226
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,14.84,0.02,43.1,4088
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,14.93,0.07,3.1,778
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,15.12,0.07,1.6,259
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,15.24,0.06,5.9,678
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,15.34,0.05,2.5,172
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,15.41,0.04,5.2,245
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,15.52,0.06,2.8,429
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,15.62,0.07,4.1,636
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,15.98,0.08,2.9,741
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,DETECT,16.07,0.13,1.2,146
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,MARKER,0,NA,NA,NA
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,MARKER,1.18,NA,NA,NA
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,MARKER,3.72,NA,NA,NA
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,MARKER,4.89,NA,NA,NA
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,MARKER,7.26,NA,NA,NA
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,MARKER,8.65,NA,NA,NA
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,MARKER,11.15,NA,NA,NA
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,MARKER,12.33,NA,NA,NA
14/12/2023,2200,2,west,ROOT_PFTC7_SITE2_(nogp)_plot_w,MARKER,15.08,NA,NA,NA
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,0,0.08,13.8,1049
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,0.23,0.06,23.1,2496
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,0.35,0.15,2.0,460
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,0.41,0.06,14.1,1279
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,0.46,0.17,1.7,328
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,0.81,0.11,3.6,1102
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1,0.05,16.5,559
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1.06,0.13,3.0,283
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1.19,0.12,2.9,928
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1.27,0.08,9.2,4410
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1.31,0.14,1.6,107
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1.4,0.13,1.6,275
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1.61,0.14,4.5,1897
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1.87,0.08,34.7,9902
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1.97,0.08,3.2,150
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,1.97,0.15,2.9,448
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,2.13,0.12,6.2,626
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,2.22,0.21,1.4,152
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,2.25,0.04,16.6,1399
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,2.25,0.12,1.9,318
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,2.57,0.14,3.1,1193
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,2.66,0.09,8.9,1406
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,2.69,0.17,3.2,669
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,2.87,0.09,4.4,1390
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,3.18,0.17,2.1,589
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,3.31,0.14,3.3,971
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,3.4,0.15,1.9,158
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,3.52,0.15,3.0,507
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,3.54,0.02,31.4,1990
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,3.72,0.14,2.5,492
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,3.79,0.07,5.9,700
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,3.86,0.11,2.6,243
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,3.97,0.09,7.7,996
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,4.11,0.04,30.0,2906
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,4.2,0.06,6.1,375
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,4.21,0.12,4.2,1424
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,4.28,0.15,2.7,456
9/12/2023,2400,3,east,ROOT_PFTC7_SITE3_(nogp)_plot_e,DETECT,4.35,0.09,4.7,672
