SCAN FILE,SITE,SLOPE, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
ROOT_PFTC7_SITE2_(nogp)_0001,2,west, MARKER,3.72, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0001,2,west, MARKER,4.89, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0001,2,west, MARKER,7.26, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0001,2,west, MARKER,8.65, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0001,2,west, MARKER,11.15, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0001,2,west, MARKER,12.33, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0001,2,west, MARKER,15.08, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,0,0.02,15.8,179
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,0.01,0.12,3.3,543
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,0.18,0.1,1.7,173
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,0.29,0.08,2.5,221
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,0.4,0.04,12.2,851
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,0.48,0.08,2.9,1094
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,0.97,0.04,42,1573
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,1.09,0.06,16,1508
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,1.21,0.05,2.9,210
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,1.28,0.08,5.5,1142
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,1.36,0.05,2.9,547
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,1.43,0.1,2,486
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,1.62,0.09,2.4,583
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,1.71,0.13,1.4,311
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,1.95,0.07,3.7,1148
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,1.99,0.13,2.4,445
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,2.19,0.12,2.8,1472
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,2.29,0.13,4.5,585
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,2.67,0.07,6.1,1225
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,2.8,0.06,3,497
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,3,0.13,1.3,196
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,3.16,0.09,1.5,139
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,3.56,0.09,1.8,311
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,3.67,0.08,5.1,1042
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,3.95,0.06,6.1,1163
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,4.18,0.08,5.7,1872
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,4.26,0.09,1.7,378
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,4.55,0.08,2.5,1424
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,4.68,0.09,1.6,179
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,4.79,0.06,2,526
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,4.99,0.04,19.1,2140
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,5.36,0.08,1.7,424
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,5.39,0.03,35.6,1398
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,5.55,0.09,2.2,335
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,5.62,0.09,2.6,377
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,5.75,0.05,3.2,522
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,5.95,0.08,2.6,499
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,6.44,0.1,7.3,1335
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,6.55,0.04,40,3908
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,6.68,0.11,1.6,204
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,6.79,0.07,3.8,679
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,7.1,0.14,2.6,604
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,7.5,0.09,3.3,837
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,7.91,0.06,2.4,312
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,8.04,0.08,3.7,726
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,8.31,0.06,6.4,3249
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,8.48,0.1,3.9,499
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,8.55,0.11,3.4,476
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,8.7,0.12,1.6,260
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,9.21,0.11,3.9,1185
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,9.28,0.14,1.4,242
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,9.39,0.05,5.5,1811
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,9.6,0.06,8.4,1607
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,9.8,0.14,1.5,376
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,9.8,0.04,3.9,148
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,9.9,0.11,1.6,446
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,10.21,0.06,10.9,2435
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,10.38,0.1,1.5,443
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,10.49,0.06,11.6,2514
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,10.66,0.1,2.6,798
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,10.78,0.06,25.4,1452
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,11.08,0.05,8,2948
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,11.19,0.08,3.3,702
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,11.42,0.06,9.4,1441
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,11.56,0.11,1.3,164
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,11.57,0.06,2.5,423
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,11.69,0.06,5.6,667
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,12.14,0.05,65,5010
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,12.46,0.09,6.6,1389
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,12.7,0.07,4.8,1278
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,12.8,0.04,10.8,474
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,12.82,0.08,2,247
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,13.04,0.09,2,732
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,13.17,0.06,13.1,1400
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,13.21,0.12,2.6,768
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,13.33,0.09,2.8,707
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,13.49,0.03,8.5,1251
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,13.8,0.08,1.7,153
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,13.95,0.06,1.6,180
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,14.08,0.08,4.3,837
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,14.26,0.06,2.4,597
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,14.38,0.06,20.8,662
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,14.54,0.04,17.5,1300
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,14.55,0.11,1.7,169
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,14.97,0.07,25.4,820
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, DETECT,15.13,0.05,9.7,828
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,0, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,1.15, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,3.41, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,4.7, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,7.15, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,8.28, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,10.77, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,11.92, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,14.5, -, -, -
ROOT_PFTC7_SITE2_(nogp)_0004,2,east, MARKER,15.53, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0,0.04,18,723
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0.08,0.14,3.9,295
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0.1,0.03,10,582
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0.18,0.13,2.9,182
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0.26,0.08,3.7,187
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0.48,0.08,4.6,906
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0.64,0.12,6.3,506
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0.73,0.09,8.4,790
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0.82,0.11,6.4,220
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,0.9,0.08,3.3,242
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,1.2,0.05,7.3,504
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,1.38,0.04,37,3521
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,1.6,0.07,20.7,1155
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,1.79,0.09,4,383
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,1.89,0.08,5.5,456
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,1.97,0.06,4.9,385
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,2.08,0.03,18.2,1021
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,2.15,0.08,4.6,658
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,2.28,0.11,5,926
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,2.39,0.02,42.6,971
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,2.49,0.12,6.6,698
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,2.54,0.06,6.1,475
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,2.66,0.04,3.9,122
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,2.76,0.02,20.1,1072
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,2.93,0.06,9.4,401
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,3.04,0.06,3.6,288
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,3.26,0.06,3,213
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,3.46,0.08,5,357
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,3.62,0.04,15.3,451
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,3.7,0.06,4.4,415
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,3.92,0.04,45.1,2371
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.16,0.08,13.8,1453
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.22,0.13,3.4,279
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.26,0.17,3,130
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.27,0.04,20.5,892
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.34,0.09,4.5,341
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.4,0.01,17.1,365
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.51,0.1,2.5,92
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.53,0.02,7.4,374
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.63,0.02,8.2,178
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.7,0.08,3.7,224
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,4.95,0.03,42.1,2186
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,5.08,0.06,19.4,1643
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,5.21,0.09,4.8,445
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,5.33,0.09,5.9,578
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,5.56,0.06,22.4,1857
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,5.62,0.04,8.6,156
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,5.96,0.08,3.8,218
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,6.03,0.08,3.5,256
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,6.12,0.11,4,285
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,6.39,0.04,6.6,640
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,6.61,0.07,9.4,717
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,6.82,0.05,8.9,1362
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,6.87,0.12,4.7,383
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,6.94,0.09,4.8,283
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,7.14,0.06,5.6,403
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,7.34,0.11,4.9,465
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,7.44,0.05,4.6,329
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,7.71,0.05,9.5,1029
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,7.81,0.04,9.5,232
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,7.87,0.08,4.2,194
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,7.93,0.03,25.2,849
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,8.05,0.04,26.2,898
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,8.21,0.04,57.7,1560
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,8.72,0.05,3.9,186
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,8.81,0.09,15,1937
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,8.97,0.07,4.3,585
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,9.02,0.03,42.3,2818
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,9.32,0.07,5,570
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,9.47,0.03,11.7,521
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,9.54,0.06,21.3,1499
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,9.57,0.12,3.1,163
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,9.62,0.04,9.4,486
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,9.9,0.11,3.1,179
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,10.02,0.2,3.5,172
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,10.11,0.08,16.7,1286
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,10.21,0.02,55.9,2414
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,10.37,0.06,6.2,607
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,10.54,0.03,9.5,238
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,10.65,0.04,4.3,394
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,10.71,0.09,3.7,202
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,10.73,0.02,14.7,531
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,10.84,0.06,5.2,485
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,11.09,0.06,4.2,473
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,11.29,0.13,5,246
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,11.42,0.04,35.4,1720
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,11.55,0.13,2.4,61
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,11.6,0.05,4.9,166
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,12.09,0.13,3.4,263
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,12.34,0.13,5.7,850
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,12.84,0.07,5.9,607
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,13.08,0.09,4.1,196
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,13.12,0.05,3.9,193
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,13.23,0.03,14.6,620
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,13.36,0.04,43.9,1536
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,13.53,0.05,25.3,1796
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,13.75,0.06,12.6,554
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,13.87,0.03,25.4,415
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,13.98,0.15,4.5,631
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,14.01,0.06,7.3,495
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,14.14,0.17,2.5,122
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,14.31,0.07,3.3,179
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,14.42,0.05,4.1,472
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,14.64,0.02,9.7,846
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,14.7,0.08,4.9,687
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,14.83,0.06,5.6,1009
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,15,0.07,7.8,591
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,15.31,0.11,7.9,1743
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,15.39,0.03,25.2,1429
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,15.58,0.06,4.5,253
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,15.66,0.03,24.2,414
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,15.83,0.06,5.1,379
ROOT_SITE3_WEST_PLOT_0001,3,west, DETECT,15.91,0.03,34.5,1573
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,0, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,1.24, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,3.59, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,4.83, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,7.31, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,8.55, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,11.1, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,12.48, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,14.92, -, -, -
ROOT_SITE3_WEST_PLOT_0001,3,west, MARKER,16.22, -, -, -
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,0,0.08,13.8,1049
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,0.23,0.06,23.1,2496
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,0.35,0.15,2,460
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,0.41,0.06,14.1,1279
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,0.46,0.17,1.7,328
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,0.81,0.11,3.6,1102
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1,0.05,16.5,559
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1.06,0.13,3,283
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1.19,0.12,2.9,928
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1.27,0.08,9.2,4410
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1.31,0.14,1.6,107
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1.4,0.13,1.6,275
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1.61,0.14,4.5,1897
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1.87,0.08,34.7,9902
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1.97,0.08,3.2,150
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,1.97,0.15,2.9,448
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,2.13,0.12,6.2,626
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,2.22,0.21,1.4,152
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,2.25,0.04,16.6,1399
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,2.25,0.12,1.9,318
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,2.57,0.14,3.1,1193
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,2.66,0.09,8.9,1406
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,2.69,0.17,3.2,669
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,2.87,0.09,4.4,1390
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,3.18,0.17,2.1,589
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,3.31,0.14,3.3,971
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,3.4,0.15,1.9,158
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,3.52,0.15,3,507
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,3.54,0.02,31.4,1990
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,3.72,0.14,2.5,492
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,3.79,0.07,5.9,700
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,3.86,0.11,2.6,243
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,3.97,0.09,7.7,996
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.11,0.04,30,2906
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.2,0.06,6.1,375
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.21,0.12,4.2,1424
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.28,0.15,2.7,456
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.35,0.09,4.7,672
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.58,0.1,2.5,439
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.65,0.07,5.6,262
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.79,0.07,11.7,1506
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.93,0.11,2.1,208
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,4.99,0.17,1.5,124
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,5.05,0.11,2.2,147
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,5.15,0.09,2.5,182
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,5.4,0.09,3.1,523
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,5.52,0.09,2.9,345
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,5.59,0.1,1.9,312
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,5.77,0.07,7.2,1285
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,5.88,0.01,16.9,1474
ROOT_SITE3_WEST_PLOT_0002,3,east, DETECT,6.12,0.16,2.4,494
