SCAN FILE,SITE,TRANSECT,SLOPE, TYPE, POSITION (m), DEPTH (m), AMPLITUDE, PIXEL COUNT
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,5.02,0.09,5.8,914
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,5.38,0.08,9.5,703
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,5.67,0.05,15.9,1059
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,5.99,0.06,4.8,147
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,6.08,0.05,70.5,3607
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,6.44,0.05,5.3,186
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,6.55,0.08,2.4,74
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,6.93,0.06,5.7,294
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,7.13,0.1,42.4,2427
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,7.28,0.07,3.8,384
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,7.69,0.12,4.8,862
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,7.93,0.05,23.2,1452
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,8.28,0.05,5.6,265
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,8.43,0.08,3.3,244
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,8.56,0.04,16,386
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,8.7,0.06,6.1,270
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,9.1,0.04,40.6,1965
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,9.18,0.06,3.5,258
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,9.41,0.09,4.7,513
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,9.76,0.07,8.5,604
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,10.05,0.08,13.1,563
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,10.21,0.05,13.8,1232
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,10.46,0.06,9.8,1958
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,10.67,0.09,7.3,603
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,11.08,0.08,4.2,234
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,11.23,0.05,21.7,926
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,11.35,0.1,4.8,500
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,11.45,0.07,5.5,808
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,11.57,0.11,5.2,549
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,12.03,0.04,32.7,2516
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,12.36,0.12,3.5,494
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,12.41,0.06,9.8,1112
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,12.53,0.13,3.6,383
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,12.62,0.08,11,1635
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,12.78,0.06,8.2,467
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,12.84,0.01,35.2,2331
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,12.96,0.12,5,933
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,13.08,0.15,2.4,196
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,13.16,0.04,18.9,1068
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,13.23,0.09,5.1,216
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,13.36,0.11,4,458
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,13.57,0.02,21.5,809
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,13.66,0.07,4.3,602
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,13.77,0.11,2.2,80
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,14.09,0.07,8.3,771
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,14.2,0.1,7.9,1033
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,14.42,0.09,9.6,1319
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,14.52,0.06,11.3,1657
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,14.75,0.07,4.6,785
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,14.84,0.03,8.4,318
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,15.08,0.06,6.3,570
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,15.21,0.04,24.2,1517
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,15.31,0.08,11.6,1265
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,15.42,0.11,3.4,537
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,15.51,0.17,2.2,133
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,15.57,0.06,14.8,1157
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,15.83,0.04,11.8,587
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,16.12,0.05,11,434
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,16.36,0.19,4.7,387
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,16.39,0.06,4.5,846
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,16.58,0.11,4.6,507
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,16.71,0.08,10.6,1484
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,16.97,0.11,7.7,629
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,17.07,0.05,4.4,202
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,17.25,0.05,6.8,227
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,17.34,0.09,3.8,275
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,17.56,0.04,19.8,984
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,17.87,0.09,11.8,1046
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,17.99,0.04,12.5,412
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,18.2,0.02,51.3,1958
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,18.33,0.07,4.1,166
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,18.41,0.02,23.6,1306
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,18.49,0.08,12.8,1568
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,18.57,0.05,39,1136
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,18.87,0.16,2.1,102
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,19.04,0.09,13.6,2456
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,19.14,0.17,2.6,138
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,19.26,0.08,6.9,712
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,19.31,0.02,10.8,1162
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,19.42,0.17,3.2,346
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,19.54,0.12,5,745
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,19.64,0.05,7.5,529
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,19.8,0.05,6.6,847
site3-1-ROOT_PFTC_SITE3_0001,3,1,west, DETECT,19.9,0.07,20.9,2010
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,0.04,0.09,3.1,140
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,0.13,0.11,3.5,353
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,0.26,0.07,26.5,2285
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,0.51,0.09,14.2,1082
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,0.67,0.11,3.2,351
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,0.88,0.03,55.4,3002
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,0.96,0.05,5.3,239
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,1.23,0.06,6.4,889
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,1.32,0.04,12.1,968
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,1.44,0.07,12.1,1429
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,1.58,0.08,6.9,406
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,1.67,0.12,4.1,315
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,1.95,0.04,24,1796
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,2.11,0.05,4.6,235
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,2.29,0.09,4,625
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,2.38,0.05,15.8,987
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,2.51,0.22,2.4,142
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,2.53,0.1,3.4,206
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,2.65,0.08,6.9,880
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,2.79,0.04,51.3,1559
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,2.94,0.06,19.3,864
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,3,0.07,5.1,325
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,3.21,0.04,45.3,1358
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,3.27,0.08,4.7,371
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,3.37,0.04,15.2,731
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,3.5,0.08,7.2,1372
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,3.87,0.05,21.5,1621
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,4.06,0.07,3.5,177
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,4.2,0.07,50,1377
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,4.55,0.08,5.2,592
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,4.65,0.04,16.4,914
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,4.95,0.07,6.6,360
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,5.09,0.02,24.6,1447
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,5.22,0.04,14.6,1223
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,5.35,0.06,4.5,438
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,5.49,0.06,8,700
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,5.69,0.03,24.3,1294
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,5.73,0.1,4.9,420
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,5.89,0.06,4.1,407
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,5.98,0.06,9.5,663
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,6.1,0.11,3.9,433
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,6.23,0.11,11.3,1782
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,6.46,0.14,2.6,146
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,6.56,0.08,14.9,980
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,6.91,0.1,3.8,379
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,7.14,0.04,18.7,2648
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,7.38,0.07,7,659
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,7.58,0.06,25.9,774
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,8,0.01,17.2,638
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,8.48,0.1,4.9,318
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,8.69,0.05,6.7,346
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,8.81,0.03,9.7,641
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,8.88,0.04,28,1211
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,9.01,0.03,25.7,578
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,9.29,0.05,6.6,818
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,9.33,0.13,3.8,442
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,9.5,0.08,6,382
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,9.62,0.08,8.1,1235
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,9.64,0.17,2.5,191
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,9.73,0.09,4.5,449
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,9.85,0.03,8.9,504
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,10.16,0.05,5.3,349
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,10.4,0.04,5.9,236
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,10.47,0.06,4.9,251
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,10.83,0.04,8.3,369
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,11.07,0.05,40.2,2455
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,11.38,0.1,3.7,292
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,11.44,0.05,6.4,669
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,11.53,0.03,16.7,903
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,11.61,0.06,4.9,315
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,11.67,0.15,5.8,982
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,11.95,0.07,3.4,118
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,12.06,0.05,7.8,445
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,12.24,0.04,5.9,321
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,12.32,0.08,3.1,195
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,12.6,0.08,4.2,353
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,12.72,0.06,5.5,725
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,12.8,0.09,2.9,103
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,12.93,0.06,4.1,237
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,13.01,0.04,37,2367
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,13.16,0.04,5.3,219
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,13.26,0.06,4,432
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,13.4,0.05,30.6,2261
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,13.84,0.08,4.2,359
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,13.95,0.05,6.2,236
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,14.16,0.07,3.9,549
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,14.34,0.07,7.8,639
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,14.48,0.09,4.5,297
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,14.58,0.07,5.2,170
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,14.69,0.12,3.8,569
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,14.85,0.08,13.9,1366
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,15,0.05,9.8,737
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,15.44,0.04,43.1,2863
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,15.63,0.05,8.9,348
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,15.71,0.06,4.3,303
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,15.9,0.07,6.9,541
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,15.99,0.1,2.8,179
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,16.13,0.09,7,332
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,16.33,0.14,3,278
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,16.46,0.02,32.2,2892
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,16.59,0.18,2.5,166
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,16.71,0.05,10.4,957
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,16.77,0.15,3,195
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,16.81,0.07,14.9,1778
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,17,0.04,9.6,1016
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,17.11,0.09,7,590
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,17.36,0.07,13.6,1029
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,17.53,0.07,12.5,1422
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,17.6,0.12,6.9,827
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,17.73,0.01,12.5,499
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,17.88,0.05,5.2,774
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,17.99,0.09,7.7,1460
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,18.06,0.19,3.6,381
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,18.21,0.14,5.4,488
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,18.24,0.01,14.1,857
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,18.26,0.09,7.1,672
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,18.39,0.16,3.3,285
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,18.57,0.08,5.6,779
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,18.71,0.07,9.3,1217
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,18.83,0.03,17.1,1157
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,19.02,0.09,10.2,1750
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,19.29,0.07,33.1,1715
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,19.5,0.07,26.7,3040
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,19.68,0.06,8.5,717
site3-2-ROOT_PFTC_SITE3_0002,3,2,west, DETECT,19.91,0.06,6,881
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,0,0.02,34.4,521
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,0.09,0.07,3.8,206
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,0.18,0.06,5.1,422
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,0.51,0.06,7.6,908
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,0.63,0.08,4.2,507
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,0.68,0.03,15.5,2646
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,0.91,0.07,4.4,477
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,1.13,0.06,11.9,3204
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,1.28,0.05,6.6,963
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,1.43,0.07,2.7,212
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,1.51,0.04,10.9,1473
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,1.6,0.05,7.2,531
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,2,0.07,3.2,171
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,2.13,0.06,18.2,1559
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,2.28,0.03,7.3,432
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,2.64,0.05,16.3,2682
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,2.75,0.05,4,208
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,2.89,0.06,2.6,211
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,3.09,0.05,8.4,631
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,3.19,0.04,22,1056
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,3.36,0.05,9,1056
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,3.49,0.04,27.5,2083
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,3.67,0.03,7.6,1075
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,3.86,0.01,23.5,401
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,4,0.04,18.6,1056
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,4.12,0.09,3.1,244
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,4.27,0.06,3.8,710
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,4.44,0.05,6.2,300
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,4.61,0.03,21.5,1237
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,4.78,0.05,13.7,761
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,5.4,0.06,2.4,212
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,5.48,0.02,20.2,586
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,5.55,0.04,4.2,380
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,5.74,0.03,6.7,706
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,6.03,0.04,25.9,1137
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,6.17,0.09,3,320
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,6.31,0.06,25.5,4645
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,6.52,0.09,2.5,236
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,6.61,0.04,10.4,1036
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,6.73,0.09,2.1,139
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,6.86,0.06,4.9,1485
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,6.97,0.04,17.5,854
site4-1-ROOT_PFTC_SITE4_(nogp)_0003,4,1,west, DETECT,7.15,0.06,3.3,416
