Date,Site,Elevation,Transect,No,Position,Sample_Depth,Soil_Depth,Description,Depth,Amplitude,Pixel_count,roots,rocks,soil,root_dens_soil,root_dens_all
2023-12-09T00:00:00Z,4,2600,1,1,2.28,13,15,site_4_transect_1_W,0.03,7.3,432,4.31,100.97,87.33,0.04935302874155502,0.02288900690387679
2023-12-09T00:00:00Z,4,2600,1,2,6.61,7,9.5,site_4_transect_1_W,0.04,10.4,1036,3.42,75.55,59.01,0.057956278596847995,0.02541617122473246
2023-12-09T00:00:00Z,4,2600,1,3,8.53,9,10.5,site_4_transect_1_W,0.05,4.5,634,3.92,87.88,92.44,0.04240588489831242,0.021739130434782608
2023-12-09T00:00:00Z,4,2600,1,4,10.61,10,17,site_4_transect_1_W,0.06,3.1,447,8.69,91.66,79.38,0.10947341899722852,0.050806828811973806
2023-12-09T00:00:00Z,4,2600,1,5,11.46,6.5,6.5,site_4_transect_1_W,0.04,8.8,3745,2.49,75.09,51.73,0.04813454475159483,0.01963412710928876
2023-12-09T00:00:00Z,4,2600,1,6,12.14,9.5,9.8,site_4_transect_1_W,0.05,6.1,2485,6.06,129.41,96.71,0.0626615655051184,0.026799929241110913
2023-12-09T00:00:00Z,4,2600,1,7,14.32,5,9,site_4_transect_1_W,0.04,8.9,1854,1.51,64.59,56.51,0.026720934347903028,0.012469033856317095
2023-12-09T00:00:00Z,4,2600,1,8,15.29,8,13,site_4_transect_1_W,0.07,3.1,235,9.82,139.28,91.52,0.10729895104895106,0.042547660311958405
2023-12-09T00:00:00Z,4,2600,1,9,17.42,10,11,site_4_transect_1_W,0.06,11.9,1851,3.15,100.45,71.2,0.04424157303370786,0.018351296242353626
2023-12-09T00:00:00Z,4,2600,1,10,18.24,9,9,site_4_transect_1_W,0.04,10.1,2317,1.93,142.31,96.17,0.020068628470416967,0.008092921838309291
2023-12-09T00:00:00Z,4,2600,2,1,0.75,10,35,site_4_transect_2_W,0.05,16.5,1686,8.58,55.1,46.99,0.1825920408597574,0.08404349103732
2023-12-09T00:00:00Z,4,2600,2,2,1.55,13,47,site_4_transect_2_W,0.05,2,216,7.71,62.61,68.49,0.11257117827420061,0.05881006864988558
2023-12-09T00:00:00Z,4,2600,2,3,2.34,10,40,site_4_transect_2_W,0.05,1.9,706,3.86,69.09,62.69,0.061572818631360667,0.02929124298072545
2023-12-09T00:00:00Z,4,2600,2,4,3.37,11,40,site_4_transect_2_W,0.04,36.5,3255,4.48,78,62.77,0.07137167436673571,0.03182496270512183
2023-12-09T00:00:00Z,4,2600,2,5,4.52,11.5,43,site_4_transect_2_W,0.05,3.9,536,3.56,79.26,70.32,0.050625711035267355,0.023799973258457015
2023-12-09T00:00:00Z,4,2600,2,6,8.37,11,55,site_4_transect_2_W,0.08,1.4,206,8.14,141.35,68.49,0.1188494670754855,0.038791460160122006
2023-12-09T00:00:00Z,4,2600,2,7,10.84,11,60,site_4_transect_2_W,0.05,1.8,173,5.38,81.13,72.8,0.0739010989010989,0.03495095173130643
2023-12-09T00:00:00Z,4,2600,2,8,12.57,12,42,site_4_transect_2_W,0.08,1.2,300,11.11,97.91,110.19,0.10082584626554134,0.053387794329649206
2023-12-09T00:00:00Z,4,2600,2,9,14.85,13,36,site_4_transect_2_W,0.06,2.3,477,2.32,160.86,103.87,0.022335611822470392,0.00876364597892192
2023-12-09T00:00:00Z,4,2600,2,10,18.15,15,34,site_4_transect_2_W,0.09,1.8,626,3.68,151.89,75.73,0.0485936881024693,0.01616729637114489
2023-12-09T00:00:00Z,3,2400,1,1,1.47,10,24,site_3_transect_1_W,0.05,17.9,993,13.91,31.36,48.8,0.2850409836065574,0.17352794411177647
2023-12-09T00:00:00Z,3,2400,1,2,3.86,13,37.5,site_3_transect_1_W,0.05,12.3,643,7.91,46.4,56.49,0.14002478314745972,0.07687821945767324
2023-12-09T00:00:00Z,3,2400,1,3,5.02,11.5,38,site_3_transect_1_W,0.09,5.8,914,19.62,75.28,102.72,0.19100467289719628,0.1102247191011236
2023-12-09T00:00:00Z,3,2400,1,4,11.08,16,39,site_3_transect_1_W,0.08,4.2,234,9.26,107.38,84.69,0.10933994568426024,0.04821158952465247
2023-12-09T00:00:00Z,3,2400,1,5,13.16,13.8,25,site_3_transect_1_W,0.04,18.9,1068,5.69,133.77,116.65,0.048778396913844835,0.022721827330085455
2023-12-09T00:00:00Z,3,2400,1,6,14.09,10.5,14,site_3_transect_1_W,0.07,8.3,771,2.57,51.06,37.2,0.06908602150537634,0.029118513482891455
2023-12-09T00:00:00Z,3,2400,1,7,15.08,10,35,site_3_transect_1_W,0.06,6.3,570,3.23,38.63,44.56,0.07248653500897666,0.03882678206515206
2023-12-09T00:00:00Z,3,2400,1,8,17.87,10,29,site_3_transect_1_W,0.09,11.8,1046,2.69,63.23,52.14,0.05159186804756425,0.02331628672965242
2023-12-09T00:00:00Z,3,2400,1,9,18.57,9,12.5,site_3_transect_1_W,0.05,39,1136,1.36,53.77,46.05,0.029533116178067323,0.013624524143458227
2023-12-09T00:00:00Z,3,2400,1,10,19.9,12,17.5,site_3_transect_1_W,0.07,20.9,2010,3.22,32.64,35.17,0.09155530281489906,0.04748562158973603
2023-12-09T00:00:00Z,3,2400,2,1,2.79,11,21,site_3_transect_2_W,0.04,51.3,1559,13.8,42.09,47.71,0.2892475372039405,0.15367483296213807
2023-12-09T00:00:00Z,3,2400,2,2,4.2,17.5,42,site_3_transect_2_W,0.07,50,1377,2.63,87.51,72.23,0.03641146338086667,0.01646425441342181
2023-12-09T00:00:00Z,3,2400,2,3,5.35,10,37,site_3_transect_2_W,0.06,4.5,438,4.38,41.31,45.02,0.09729009329187027,0.05073554963512104
2023-12-09T00:00:00Z,3,2400,2,4,5.89,11,45,site_3_transect_2_W,0.06,4.1,407,2.1,58.54,48.49,0.04330789853578057,0.019620667102681493
2023-12-09T00:00:00Z,3,2400,2,5,8.69,10.5,35,site_3_transect_2_W,0.05,6.7,346,8.47,76.78,78.39,0.1080494961091976,0.05458529354901076
2023-12-09T00:00:00Z,3,2400,2,6,9.73,11,31,site_3_transect_2_W,0.09,4.5,449,14.33,47.94,96.25,0.1488831168831169,0.09938275885983772
2023-12-09T00:00:00Z,3,2400,2,7,11.38,10,35,site_3_transect_2_W,0.1,3.7,292,7.99,42.42,36.65,0.21800818553888132,0.10104970279499179
2023-12-09T00:00:00Z,3,2400,2,8,12.72,11,27,site_3_transect_2_W,0.06,5.5,725,4.75,57.92,72.56,0.0654630650496141,0.03640404659717964
2023-12-09T00:00:00Z,3,2400,2,9,16.13,16,26,site_3_transect_2_W,0.09,7,332,3.53,115.92,66.53,0.05305877047948294,0.019347766511372978
2023-12-09T00:00:00Z,3,2400,2,10,19.68,12,37,site_3_transect_2_W,0.06,8.5,717,8.42,41.5,69.16,0.12174667437825333,0.07608892101933852
2023-12-14T00:00:00Z,2,2200,1,1,2.53,9.5,9.5,site_2_transect_1_W,0.04,18.8,915,1.08,202.96,97.04,0.011129431162407255,0.0036000000000000003
2023-12-14T00:00:00Z,2,2200,1,2,3.29,10,10,site_2_transect_1_W,0.08,2.4,296,0.92,116.54,73.53,0.012511899904800762,0.004840321986636502
2023-12-14T00:00:00Z,2,2200,1,3,4,8,10,site_2_transect_1_W,0.04,64.7,6583,1.46,155.36,108.61,0.013442592763097321,0.005530931545251354
2023-12-14T00:00:00Z,2,2200,1,4,7.71,10,13,site_2_transect_1_W,0.06,6.3,1334,0.86,130.95,78.78,0.010916476263010916,0.0041005101797549235
2023-12-14T00:00:00Z,2,2200,1,5,8.23,6,7,site_2_transect_1_W,0.06,5.1,612,1.13,10.97,7.57,0.14927344782034344,0.06094929881337648
2023-12-14T00:00:00Z,2,2200,1,6,9.02,9,9.2,site_2_transect_1_W,0.05,2.6,283,3,111.62,59.64,0.05030181086519114,0.017517225271516994
2023-12-14T00:00:00Z,2,2200,1,7,9.77,7,9,site_2_transect_1_W,0.09,1.2,172,7.6,67,54.1,0.14048059149722736,0.06275805119735756
2023-12-14T00:00:00Z,2,2200,1,8,11.51,7,8,site_2_transect_1_W,0.09,1.6,146,1.48,80.89,67.85,0.021812822402358146,0.009950248756218905
2023-12-14T00:00:00Z,2,2200,1,9,12.97,8.5,11,site_2_transect_1_W,0.06,52.5,3875,1.89,160.91,120.77,0.015649581849797135,0.006709741550695825
2023-12-14T00:00:00Z,2,2200,1,10,14.73,10,17,site_2_transect_1_W,0.05,2.5,180,3.27,146.45,85.71,0.03815190759537977,0.014085113714679534
2023-12-14T00:00:00Z,2,2200,2,1,0.06,10.5,27.5,site_2_transect_2_W,0.05,3.3,420,3.97,269.37,113.08,0.03510788822072869,0.010380441887828475
2023-12-14T00:00:00Z,2,2200,2,2,1.93,8.5,17,site_2_transect_2_W,0.06,1.8,88,0.95,307.21000000000004,181.04,0.0052474591250552365,0.0019457245263696877
2023-12-14T00:00:00Z,2,2200,2,3,5.26,10,23,site_2_transect_2_W,0.06,4.2,691,6.86,221.14999999999998,53.81,0.12748559747258875,0.024949083503054994
2023-12-14T00:00:00Z,2,2200,2,4,5.96,10,12,site_2_transect_2_W,0.09,1.6,159,0.75,177.17,77.26,0.00970748123220295,0.0029477655936799903
2023-12-14T00:00:00Z,2,2200,2,5,8.83,9.5,60,site_2_transect_2_W,0.09,1.9,365,1.69,298.38,127.22,0.013284074831001415,0.003970864661654135
2023-12-14T00:00:00Z,2,2200,2,6,10.88,11,22,site_2_transect_2_W,0.03,10.7,1015,1.01,400.8,176.41,0.0057252990193299704,0.0017497964345732054
2023-12-14T00:00:00Z,2,2200,2,7,13.8,12,22,site_2_transect_2_W,0.1,14,3782,3.29,413.05,178.72,0.018408683974932855,0.005559592409213039
2023-12-14T00:00:00Z,2,2200,2,8,17.13,10,28,site_2_transect_2_W,0.05,15.5,1157,3.47,264.28,122.87,0.028241230568893952,0.008962934263205477
2023-12-14T00:00:00Z,2,2200,2,9,18.2,10,45,site_2_transect_2_W,0.07,2.4,841,5.3,268.5,135.84,0.03901648998822144,0.01310778058069941
2023-12-14T00:00:00Z,2,2200,2,10,19.48,10,14,site_2_transect_2_W,0.05,8.8,360,2.5,208.93,150.56,0.016604675876726885,0.00695429636429386
2023-12-14T00:00:00Z,1,2000,1,1,2.24,5.5,15,site_1_transect_1_W,0.09,1.4,205,3.86,47.65,63.02,0.06125039669946048,0.03487846751603867
2023-12-14T00:00:00Z,1,2000,1,2,4.68,8.5,9,site_1_transect_1_W,0.05,1.9,359,3.14,229.84,147.95,0.021223386279148364,0.008311495804547502
2023-12-14T00:00:00Z,1,2000,1,3,6.75,7.5,60,site_1_transect_1_W,0.08,2.3,923,2.55,185.09,133.18,0.01914701907193272,0.008012065227636912
2023-12-14T00:00:00Z,1,2000,1,4,7.61,7.5,13,site_1_transect_1_W,0.07,0.9,155,5.16,144.09,95.99,0.053755599541618924,0.021492835721426195
2023-12-14T00:00:00Z,1,2000,1,5,9.11,7,17,site_1_transect_1_W,0.05,8.6,1764,3.72,152.86,125.01,0.029757619390448766,0.0133875553316299
2023-12-14T00:00:00Z,1,2000,1,6,10.01,4,7,site_1_transect_1_W,0.09,2.7,691,5.54,26.51,44.85,0.12352285395763657,0.07763452914798206
2023-12-14T00:00:00Z,1,2000,1,7,10.7,7,20,site_1_transect_1_W,0.1,1.8,325,7.37,83.64,93.8,0.07857142857142857,0.04153516681695221
2023-12-14T00:00:00Z,1,2000,1,8,14.48,5.5,14,site_1_transect_1_W,0.05,5.3,757,5.29,48.56,74.71,0.07080712086735377,0.04291392877423542
2023-12-14T00:00:00Z,1,2000,1,9,17.2,9,14,site_1_transect_1_W,0.06,1.8,353,2.35,243.68,123.38,0.01904684713892041,0.0064022230697978535
2023-12-14T00:00:00Z,1,2000,1,10,18.08,7,26,site_1_transect_1_W,0.05,7.4,866,0.55,247.01,110.86,0.004961212339888148,0.001536870930784922
2023-12-14T00:00:00Z,1,2000,2,1,1.06,10,30,site_1_transect_2_W,0.09,1.8,394,4.85,128.53,122.72,0.039520860495436766,0.019303482587064675
2023-12-14T00:00:00Z,1,2000,2,2,3.33,9,18,site_1_transect_2_W,0.07,2.7,775,5.3,146.04,136.31,0.03888196023769349,0.018771028864884007
2023-12-14T00:00:00Z,1,2000,2,3,4.21,5,7,site_1_transect_2_W,0.07,3,479,3.16,82.14,81.19,0.038921049390319006,0.019347333619053452
2023-12-14T00:00:00Z,1,2000,2,4,6.46,12,47,site_1_transect_2_W,0.03,24.8,1921,4.82,303.02,87.53,0.0550668342282646,0.012341569581359624
2023-12-14T00:00:00Z,1,2000,2,5,7.04,8,12,site_1_transect_2_W,0.06,2.6,651,7.73,71.56,69.58,0.11109514228226502,0.05476831514807993
2023-12-14T00:00:00Z,1,2000,2,6,10.99,10,15,site_1_transect_2_W,0.09,2.4,618,8.01,182.19,147.39,0.05434561367799715,0.02430365920262152
2023-12-14T00:00:00Z,1,2000,2,7,12.22,12,45,site_1_transect_2_W,0.06,1.5,216,0.52,301.23,117.17,0.004437996074080396,0.00124282982791587
2023-12-14T00:00:00Z,1,2000,2,8,13.83,9,34,site_1_transect_2_W,0.07,2.2,226,5.38,125.69,90.79,0.059257627492014533,0.024852180339985215
2023-12-14T00:00:00Z,1,2000,2,9,14.62,10,17,site_1_transect_2_W,0.09,4.2,1432,2.74,333.90999999999997,128.28,0.021359526036794512,0.005928297886150719
2023-12-14T00:00:00Z,1,2000,2,10,17.2,10,13,site_1_transect_2_W,0.06,2.5,302,5.65,55.21,66.63,0.08479663815098305,0.04637229152987525
