"","source","ID","Number.of.Root.Tips","Number.of.Branch.Points","Total.Root.Length.mm","Network.Area.mm2","Median.Diameter.mm","Maximum.Diameter.mm","Perimeter.mm","Volume.mm3","Surface.Area.mm2","Computation.Time.s","Root.Length.Diameter.Range.1.mm","Root.Length.Diameter.Range.2.mm","Root.Length.Diameter.Range.3.mm","Root.Length.Diameter.Range.4.mm","Root.Length.Diameter.Range.5.mm","Root.Length.Diameter.Range.6.mm","Root.Length.Diameter.Range.7.mm","Root.Length.Diameter.Range.8.mm","Root.Length.Diameter.Range.9.mm","Projected.Area.Diameter.Range.1.mm2","Projected.Area.Diameter.Range.2.mm2","Projected.Area.Diameter.Range.3.mm2","Projected.Area.Diameter.Range.4.mm2","Projected.Area.Diameter.Range.5.mm2","Projected.Area.Diameter.Range.6.mm2","Projected.Area.Diameter.Range.7.mm2","Projected.Area.Diameter.Range.8.mm2","Projected.Area.Diameter.Range.9.mm2","Surface.Area.Diameter.Range.1.mm2","Surface.Area.Diameter.Range.2.mm2","Surface.Area.Diameter.Range.3.mm2","Surface.Area.Diameter.Range.4.mm2","Surface.Area.Diameter.Range.5.mm2","Surface.Area.Diameter.Range.6.mm2","Surface.Area.Diameter.Range.7.mm2","Surface.Area.Diameter.Range.8.mm2","Surface.Area.Diameter.Range.9.mm2","Volume.Diameter.Range.1.mm3","Volume.Diameter.Range.2.mm3","Volume.Diameter.Range.3.mm3","Volume.Diameter.Range.4.mm3","Volume.Diameter.Range.5.mm3","Volume.Diameter.Range.6.mm3","Volume.Diameter.Range.7.mm3","Volume.Diameter.Range.8.mm3","Volume.Diameter.Range.9.mm3","RD","BI","SRL","RTD","RDMC"
"100","RootPainter","FEY3832",178,314,932.442329,212.711044,0.239473,1.31438,1780.029271,60.220092,763.42978,3.584,508.670699,382.843629,32.845557,6.542155,0.927079,0.61321,0,0,0,95.571517,120.637904,19.46901,5.496651,1.001673,0.78487,0,0,0,300.246776,379.138473,61.1637,17.26824,3.146849,2.465742,0,0,0,14.745116,31.020149,9.158685,3.652756,0.854204,0.789182,0,0,0,0.26147,0.33675,87.7179989651928,0.176519159087303,356.711409395973
"101","RootPainter","FGO9191",227,495,1098.931528,291.31483,0.254,1.113616,1965.882553,114.766749,1109.321506,2.946,466.462942,455.672573,139.319834,35.290618,2.185561,0,0,0,0,88.76016,149.281346,83.454635,29.248404,2.2894,0,0,0,0,278.864189,469.028952,262.349431,91.886573,7.192361,0,0,0,0,13.821276,40.12367,39.777347,19.158526,1.88593,0,0,0,0,0.324198,0.450438,76.3146894444445,0.12547188210411,279.611650485437
"102","RootPainter","FEL2208",214,355,961.957474,214.241507,0.239473,1.030014,1827.547512,56.500935,771.098144,3.517,520.492789,416.258211,22.893912,2.143227,0.169333,0,0,0,0,99.367448,130.932779,13.144294,1.791561,0.173529,0,0,0,0,312.187969,411.442645,41.294018,5.628355,0.545157,0,0,0,0,15.495567,33.67473,6.00469,1.18628,0.139667,0,0,0,0,0.256532,0.369039,96.0037399201597,0.177342197965396,385.384615384615
"103","RootPainter","FFY6725",430,964,2294.106374,491.868192,0.239473,1.135923,4269.881912,136.758801,1806.675895,5.824,1412.215738,762.976714,108.60182,9.307619,1.004482,0,0,0,0,264.417817,239.178668,62.823499,7.536917,1.065071,0,0,0,0,830.693072,751.593037,197.365843,23.677924,3.346019,0,0,0,0,40.526107,61.660872,28.857481,4.826088,0.888253,0,0,0,0,0.252074,0.420207,114.7053187,0.1462428732466,249.687890137328
"104","RootPainter","FGG8281",295,611,1706.601931,404.033242,0.239473,1.100667,3155.096001,134.684547,1500.706443,3.784,923.784075,619.223399,130.626672,30.599612,2.368174,0,0,0,0,172.905342,199.208551,77.452298,25.610726,2.467161,0,0,0,0,543.198151,625.975438,243.32357,80.458468,7.750816,0,0,0,0,26.394133,52.803726,36.517036,16.94969,2.019962,0,0,0,0,0.282291,0.358021,68.3187322257806,0.18547042371535,332.18085106383
"105","RootPainter","FGE4515",162,321,860.967233,222.990593,0.254,1.338698,1598.538373,78.317388,816.460233,2.906,378.210477,376.860618,92.713879,10.32061,2.530244,0.331403,0,0,0,67.694422,126.351163,54.231816,8.332514,2.796808,0.429953,0,0,0,212.684224,397.087202,170.374274,26.177364,8.786431,1.350738,0,0,0,10.061428,34.870849,25.198429,5.314032,2.434306,0.438344,0,0,0,0.303046,0.372836,50.1436944088526,0.219236116505826,402.107728337237
"106","RootPainter","FGJ9233",423,907,2066.733494,412.278745,0.18932,0.931333,3907.791372,103.190068,1498.229623,5.85,1421.238239,585.142484,50.027905,10.324865,0,0,0,0,0,258.942394,179.567819,29.938472,8.313289,0,0,0,0,0,813.491522,564.465934,94.054485,26.217682,0,0,0,0,0,38.610702,45.018324,14.242225,5.318816,0,0,0,0,0,0.232929,0.438857,149.007461715934,0.134412160674223,308.90868596882
"107","RootPainter","FGA6390",266,821,1569.506216,444.943555,0.26774,1.745448,2726.907657,216.528368,1743.151105,4.569,614.55489,659.854993,167.611869,94.736123,26.054386,5.128867,1.565087,0,0,109.965462,225.936238,100.713295,80.446045,28.266216,6.888573,2.524749,0,0,345.466688,710.181807,316.400149,252.728704,88.800935,21.641091,7.931731,0,0,16.30006,63.343173,48.204522,54.021124,24.167425,7.28808,3.203984,0,0,0.357461,0.523094,46.3528120496161,0.156376738589745,315.858208955224
"108","RootPainter","FEC6189",214,334,949.475283,191.868792,0.18932,1.023031,1796.568272,50.716781,702.783463,3.005,622.22285,295.75282,26.035089,5.362323,0.102202,0,0,0,0,109.16499,94.511636,15.481672,4.409658,0.104556,0,0,0,0,342.951932,297.012606,48.637106,13.853349,0.328471,0,0,0,0,15.766462,24.671746,7.331897,2.862667,0.084009,0,0,0,0,0.237315,0.351773,105.030451659292,0.178244750982914,322.857142857143
"109","RootPainter","FGB1616",140,268,622.612484,166.284614,0.239473,1.338698,1131.234228,74.495702,632.737605,3.094,321.796381,180.254066,79.283122,33.265365,7.301147,0.712403,0,0,0,54.849562,61.754814,48.110249,27.777365,7.969692,0.911824,0,0,0,172.31498,194.112545,151.142805,87.265167,25.037527,2.864581,0,0,0,7.759206,17.375369,23.246012,18.342605,6.85551,0.916999,0,0,0,0.326287,0.430444,37.0602669047619,0.225516366031426,330.708661417323
"110","RootPainter","FGM0803",213,418,1185.570983,274.992282,0.239473,1.016,2225.569651,80.235187,996.02582,4.192,635.09941,494.831297,42.878343,12.659731,0.102202,0,0,0,0,119.627421,161.744559,25.046923,10.522126,0.103837,0,0,0,0,375.820626,508.135519,78.687228,33.056234,0.326213,0,0,0,0,18.328087,43.254324,11.656892,6.913026,0.082858,0,0,0,0,0.268667,0.352573,55.091588429368,0.268211501769168,376.223776223776
"111","RootPainter","FGN0784",187,315,1029.429507,240.348982,0.239473,1.06087,1951.902229,69.112244,865.508129,4.208,560.829797,416.208099,49.906709,2.135964,0.348938,0,0,0,0,105.265306,139.31995,28.775551,1.749786,0.358789,0,0,0,0,330.700711,437.782076,90.401058,5.497114,1.127169,0,0,0,0,16.097226,38.414259,13.177575,1.133367,0.289817,0,0,0,0,0.268579,0.305995,99.2699621022179,0.150045771918504,347.986577181208
"112","RootPainter","FFX9242",305,621,1685.012395,453.771494,0.26774,1.25866,3106.594964,166.889415,1681.134227,4.954,633.658314,850.757923,154.585664,40.376635,5.591525,0.042333,0,0,0,121.05102,281.690781,92.375894,33.700077,6.112299,0.053283,0,0,0,380.30892,885.053232,290.298213,106.104114,19.202353,0.167394,0,0,0,18.963777,76.403432,43.886733,22.315278,5.267521,0.052673,0,0,0,0.319616,0.368543,68.4130083231831,0.147582757120935,329.718875502008
"113","RootPainter","FFP1160",279,618,1522.145274,376.762687,0.254,1.590742,2813.903757,127.253429,1389.679655,4.383,734.466635,658.148379,104.806988,18.748984,3.855858,1.505219,0.61321,0,0,138.902115,219.063647,61.49686,15.501743,4.331303,2.035622,0.951228,0,0,436.373865,688.416892,193.198083,48.700162,13.607188,6.395095,2.988371,0,0,21.499994,59.768933,28.690737,10.13007,3.833524,2.170943,1.159228,0,0,0.292568,0.406006,83.3139175697865,0.143571769684886,319.405594405594
"114","RootPainter","FGF3594",230,468,1196.854258,281.12847,0.254,1.084262,2230.151067,82.905509,1028.36304,4.023,584.039215,548.138469,58.563768,5.372595,0.74021,0,0,0,0,112.152762,176.372481,33.639243,4.35797,0.770047,0,0,0,0,352.338293,554.233809,105.680798,13.690965,2.419175,0,0,0,0,17.633415,46.499806,15.350291,2.792515,0.629482,0,0,0,0,0.275563,0.391025,76.9681194855306,0.187562927814604,372.901678657074
"115","RootPainter","FDB8375",273,491,1272.809424,272.266481,0.239473,0.911888,2408.6491,67.709641,981.895891,4.941,734.539392,521.66552,14.994082,1.610429,0,0,0,0,0,140.397952,162.197914,8.555177,1.314664,0,0,0,0,0,441.073174,509.815696,26.876881,4.130139,0,0,0,0,0,21.927076,41.056328,3.880474,0.845764,0,0,0,0,0,0.246384,0.385761,123.814146303502,0.151824760081064,448.908296943231
"116","RootPainter","FEV1588",142,297,768.040441,190.698543,0.254,1.176227,1413.54203,62.105082,706.114674,3.364,328.13723,386.986581,43.526107,8.565646,0.824877,0,0,0,0,62.393804,129.043686,25.225875,7.191254,0.893456,0,0,0,0,196.015915,405.45047,79.249424,22.591991,2.806873,0,0,0,0,9.696902,35.264342,11.615059,4.767265,0.761514,0,0,0,0,0.294943,0.386698,84.1227208105148,0.147008903393767,409.417040358744
"117","RootPainter","FGK3505",320,803,1634.273812,416.015297,0.254,1.047269,2988.321647,140.464301,1536.292307,5.66,701.123903,781.083915,131.706581,19.908273,0.45114,0,0,0,0,129.770794,265.200323,77.187516,16.33662,0.46095,0,0,0,0,407.686974,833.342477,242.491733,51.323006,1.448118,0,0,0,0,19.742735,73.803176,35.967989,10.580462,0.369938,0,0,0,0,0.300633,0.49135,48.8572141106129,0.238138799409253,489.751098096633
"118","RootPainter","FEZ5712",51,66,277.937234,73.73462,0.26774,0.863434,532.245418,21.533563,259.215384,2.248,84.332395,181.528018,10.82861,1.24821,0,0,0,0,0,16.795467,58.49893,6.198299,0.98771,0,0,0,0,0,52.764515,183.875356,19.472531,3.102982,0,0,0,0,0,2.72436,15.375032,2.818666,0.615505,0,0,0,0,0,0.29742,0.237464,73.5283687830688,0.175539923420941,247.058823529412
"119","RootPainter","FFD9944",315,777,1548.360432,319.148107,0.239473,1.52635,2840.032095,90.526024,1196.350343,4.787,943.688521,552.366729,40.019704,8.587436,1.435079,1.744692,0.518272,0,0,172.549913,173.161338,23.190457,7.085366,1.582063,2.373739,0.788518,0,0,542.081538,544.154234,72.950516,22.259333,4.970198,7.457322,2.477202,0,0,25.957775,44.385542,10.699956,4.621555,1.375888,2.543062,0.942248,0,0,0.24857,0.501821,144.571468907563,0.118308520873511,250.233644859813
"120","RootPainter","FDN1018",171,554,1398.335213,402.517116,0.254,1.643929,2474.991466,204.599001,1559.012268,3.451,626.556372,473.665663,153.861529,104.521745,33.095818,5.893875,0.74021,0,0,114.764083,153.325481,93.958188,88.568801,36.641971,7.737658,1.160086,0,0,360.541999,481.733977,295.250455,278.418606,115.114147,24.308569,3.644516,0,0,17.311942,40.724095,45.726034,59.426655,31.984447,7.996585,1.429243,0,0,0.35809,0.396185,21.0181153314294,0.325172653213492,360.010822510823
"121","RootPainter","FDJ1565",305,925,2471.003003,675.720871,0.26774,1.581704,4538.395669,271.691198,2515.286495,5.953,1040.807861,1084.192301,239.81183,81.593493,20.036519,4.152191,0.408807,0,0,190.016967,370.59165,143.052441,68.535884,22.064408,5.577426,0.632769,0,0,596.955908,1164.603808,449.587666,215.31183,69.317381,17.522,1.987903,0,0,28.643295,103.758868,67.954185,45.508481,19.155191,5.901788,0.76939,0,0,0.326106,0.374342,23.9693763022602,0.379438129607717,400.50505050505
"122","RootPainter","FDF3034",126,200,651.10214,164.381392,0.254,1.103918,1220.042918,52.992536,597.954148,2.661,292.07288,306.824517,45.031842,6.101287,1.071614,0,0,0,0,55.275822,102.859846,25.954066,5.11063,1.134353,0,0,0,0,173.654115,323.143735,81.537104,16.055518,3.563676,0,0,0,0,8.503776,28.287489,11.872749,3.384461,0.944061,0,0,0,0,0.293245,0.307171,49.7024534351145,0.247204625194763,352.150537634409
"123","RootPainter","FGI9956",189,280,1176.831269,322.087169,0.254,1.401483,2215.842599,121.855568,1172.081514,4.393,528.707004,494.846465,108.894024,34.785841,7.940918,1.657017,0,0,0,99.742577,169.244236,64.523394,28.573113,8.744593,2.155843,0,0,0,313.350546,531.791993,202.801768,89.892476,27.471951,6.772781,0,0,0,15.331566,47.641357,30.491614,18.591151,7.593947,2.205933,0,0,0,0.319302,0.237927,37.3715868212131,0.258420690304443,387.807881773399
"124","RootPainter","FES3675",174,416,983.009831,246.017429,0.254,1.185333,1802.830664,85.287418,915.303481,3.187,445.050269,450.05187,67.949823,16.376555,3.581314,0,0,0,0,82.60391,151.431581,39.521677,13.876607,3.791764,0,0,0,0,259.539684,475.879661,124.233112,43.594646,12.056378,0,0,0,0,12.610759,41.843203,18.299431,9.29842,3.235605,0,0,0,0,0.298348,0.42319,65.8853774128686,0.174937878879157,227.439024390244
"125","RootPainter","FFK2932",206,328,1170.683785,295.013747,0.254,1.023031,2205.252394,95.515827,1065.905574,4.862,583.170331,472.622106,101.372185,13.399425,0.119737,0,0,0,0,111.945731,155.886,60.244537,11.074313,0.122494,0,0,0,0,351.687886,489.778086,189.263794,34.79098,0.384828,0,0,0,0,17.407624,42.318805,28.453546,7.237429,0.098423,0,0,0,0,0.292101,0.280178,32.7006643854749,0.37480699402833,552.469135802469
"126","RootPainter","FFL3841",260,390,1195.081581,269.196594,0.239473,0.990998,2306.963548,69.985116,955.6943,4.603,630.111856,533.268201,28.35242,3.349104,0,0,0,0,0,118.325585,166.760071,16.313299,2.807989,0,0,0,0,0,371.730789,523.892213,51.24974,8.821559,0,0,0,0,0,18.282253,42.386606,7.455843,1.860415,0,0,0,0,0,0.255678,0.326338,62.7998728849185,0.271914959746584,442.558139534884
"127","RootPainter","FFW6775",260,337,1177.021662,260.291594,0.239473,0.871697,2247.271129,66.595081,930.317141,4.65,675.29644,473.682416,27.115728,0.927079,0,0,0,0,0,129.114868,151.243417,15.018272,0.73738,0,0,0,0,0,405.626322,475.19298,47.181291,2.316547,0,0,0,0,0,20.016005,39.523135,6.594164,0.461777,0,0,0,0,0,0.252332,0.286316,61.785914015748,0.286057163891729,409.677419354839
"128","RootPainter","FFS2715",294,539,1555.530183,354.834416,0.254,1.325243,2968.633837,97.701284,1273.414864,5.219,792.364322,716.683168,37.642504,6.736287,1.089149,1.014754,0,0,0,147.383351,228.261168,21.532936,5.605871,1.210484,1.285903,0,0,0,463.018453,717.294701,67.647713,17.611363,3.802849,4.039785,0,0,0,22.527213,59.36454,9.785431,3.683328,1.060741,1.280031,0,0,0,0.261556,0.346506,50.7679563642298,0.313608979796008,596.108949416342
"129","RootPainter","FFG0527",218,394,1092.792162,224.45654,0.239473,1.033488,2078.632523,54.461143,804.676855,4.601,693.875361,373.867627,22.701543,2.065824,0.281807,0,0,0,0,127.816218,113.430609,12.809631,1.738367,0.28841,0,0,0,0,401.546492,356.448315,40.314741,5.461241,0.906066,0,0,0,0,19.332046,27.996512,5.744989,1.155756,0.23184,0,0,0,0,0.235171,0.360544,81.6735547085202,0.245679750055925,400.59880239521
"130","RootPainter","FBT2327",213,439,1115.271125,260.744998,0.239473,1.401483,2081.462803,82.701692,959.954595,4.445,589.205342,440.449894,76.711577,6.048682,1.896491,0.95914,0,0,0,105.913122,146.435882,44.766798,4.980614,2.134758,1.271038,0,0,0,332.735886,460.232983,140.639045,15.647059,6.706539,3.993084,0,0,0,15.663187,39.812008,20.76354,3.242341,1.896084,1.324531,0,0,0,0.275913,0.393626,68.8438966049383,0.195884746832024,347.639484978541
"131","RootPainter","FBX4690",161,293,921.50696,212.981653,0.239473,0.803218,1760.97144,56.746535,755.272375,2.613,488.047832,410.05296,23.057229,0.348938,0,0,0,0,0,91.043712,136.016673,13.063965,0.271107,0,0,0,0,0,286.022258,427.356754,41.041656,0.851707,0,0,0,0,0,13.888677,36.82301,5.869332,0.165516,0,0,0,0,0,0.262245,0.317957,63.1169150684932,0.257284431551636,339.53488372093
"132","RootPainter","FCR0255",62,124,210.729988,53.609212,0.26774,1.030014,367.617086,21.344409,211.142656,0.876,86.196094,94.667229,23.825246,5.914419,0.127,0,0,0,0,15.775957,32.391936,14.004705,4.906273,0.129923,0,0,0,0,49.561631,101.762269,43.997077,15.413512,0.408167,0,0,0,0,2.384129,9.099841,6.543975,3.212071,0.104393,0,0,0,0,0.323119,0.588431,65.85312125,0.149922164628686,363.636363636364
"133","RootPainter","FCV8597",194,299,1009.189064,272.112359,0.26774,1.06087,1925.273368,86.689275,966.780685,9.262,383.080964,539.231236,79.975498,6.527629,0.373737,0,0,0,0,74.584564,181.208248,46.144402,5.347519,0.382546,0,0,0,0,234.314319,569.42582,145.039016,16.799728,1.201804,0,0,0,0,11.87218,49.873481,21.171921,3.464107,0.307587,0,0,0,0,0.305654,0.296277,54.5507602162162,0.213405868257636,371.4859437751
"134","RootPainter","FCQ4012",156,398,966.875065,296.239551,0.30527,2.143589,1771.77169,129.933781,1093.222903,4.321,323.803155,427.013422,182.300895,21.855607,6.983024,1.966631,1.084894,1.074622,0.792815,59.593978,148.193505,106.25278,18.056675,7.750329,2.653963,1.756385,2.009429,1.653114,187.251851,465.659172,333.875054,56.726717,24.348375,8.33767,5.517848,6.312806,5.193412,9.059372,42.416555,49.160829,11.79701,6.780175,2.819029,2.238213,2.954275,2.708322,0.360265,0.411635,20.0596486514523,0.370958188309782,483.45035105316
"135","RootPainter","FBR3362",223,553,1161.205461,267.796955,0.239473,0.846667,2138.966173,82.343575,984.274787,5.131,633.954433,442.546231,79.774317,4.93048,0,0,0,0,0,114.061931,147.314721,48.126153,3.786384,0,0,0,0,0,358.336123,462.850619,151.192768,11.895277,0,0,0,0,0,16.859626,40.103288,23.095685,2.284976,0,0,0,0,0,0.272041,0.476229,60.1972763608087,0.234262357445617,334.895833333333
"136","RootPainter","FBI0246",256,602,1384.162003,276.551418,0.239473,0.838157,2585.353094,67.859183,1013.018401,3.897,897.152278,459.713876,26.403841,0.892009,0,0,0,0,0,164.345978,142.303011,15.02835,0.702795,0,0,0,0,0,516.308118,447.217336,47.285053,2.207894,0,0,0,0,0,24.648672,35.970318,6.804535,0.435658,0,0,0,0,0,0.235311,0.43492,134.124225096899,0.152079638211972,326.582278481013
"137","RootPainter","FBQ2034",46,58,384.71799,103.508754,0.254,0.965349,750.708786,33.111257,357.931739,3.105,169.232961,175.355647,34.413866,5.715516,0,0,0,0,0,30.028539,59.047329,20.183183,4.67416,0,0,0,0,0,94.337438,185.502656,63.407339,14.684307,0,0,0,0,0,4.387625,16.298211,9.411835,3.013585,0,0,0,0,0,0.29752,0.15076,40.1584540709812,0.289327584271416,246.272493573265
"138","RootPainter","FBJ6221",205,440,919.170419,224.542562,0.254,1.295151,1667.454349,81.370931,852.653122,3.629,440.544796,386.361336,67.49692,20.36543,3.985867,0.41607,0,0,0,81.562227,128.015246,40.080105,16.846143,4.350884,0.530323,0,0,0,256.251218,402.228058,125.915362,52.92372,13.668706,1.666058,0,0,0,12.358813,34.794639,18.929831,11.014371,3.742317,0.53096,0,0,0,0.297983,0.478693,66.8974104075691,0.168856369604521,392.571428571429
"139","RootPainter","FBN8285",107,235,614.712528,122.537389,0.239473,0.682604,1152.329774,28.462369,444.37442,2.794,409.878053,198.810592,6.023884,0,0,0,0,0,0,77.196432,60.87961,3.372728,0,0,0,0,0,0,242.519744,191.258937,10.595739,0,0,0,0,0,0,11.818591,15.151217,1.492562,0,0,0,0,0,0,0.231434,0.382293,112.791289541284,0.191480898866851,219.758064516129
"140","RootPainter","FCK8784",99,177,544.592527,134.65206,0.254,0.838157,1045.000055,36.687523,475.074882,4.864,205.989171,323.84273,14.097819,0.662807,0,0,0,0,0,40.393288,102.277718,8.036126,0.513901,0,0,0,0,0,126.899256,321.314927,25.246233,1.614466,0,0,0,0,0,6.456623,26.28668,3.630982,0.313238,0,0,0,0,0,0.277841,0.325014,62.9586736416185,0.235774979957082,640.740740740741
"141","RootPainter","FCW1015",149,333,830.649605,227.530011,0.254,1.135923,1511.850708,88.879016,847.161427,5.597,361.338989,324.013701,118.824697,25.181675,1.290544,0,0,0,0,67.954096,107.512634,72.508545,20.242179,1.350884,0,0,0,0,213.484088,337.808674,228.032058,63.59268,4.243927,0,0,0,0,10.455898,29.237166,35.241534,12.832559,1.111858,0,0,0,0,0.326452,0.400891,58.0467928022362,0.161005382867875,285.62874251497
"142","RootPainter","FCO4501",90,122,490.106341,111.83311,0.239473,0.598684,946.197956,27.432873,392.887791,2.089,256.534707,226.219129,7.352506,0,0,0,0,0,0,51.402938,69.705308,3.936616,0,0,0,0,0,0,161.487092,219.033456,12.367243,0,0,0,0,0,0,8.323813,17.449235,1.659825,0,0,0,0,0,0,0.255907,0.248926,99.4130509127789,0.179711399531504,337.671232876712
"143","RootPainter","FCS7407",120,196,629.694274,150.671742,0.254,0.957894,1190.181791,40.605331,536.869275,3.356,260.731082,353.345628,13.528188,2.089376,0,0,0,0,0,52.025895,109.385029,7.693562,1.76839,0,0,0,0,0,163.44417,343.699505,24.170037,5.555562,0,0,0,0,0,8.404114,27.548128,3.472177,1.180911,0,0,0,0,0,0.272705,0.311262,47.9949903963415,0.323110283228574,473.646209386282
"144","RootPainter","FCC1836",257,417,1189.366707,285.761077,0.254,0.846667,2235.816456,84.341871,1033.174203,3.81,555.114281,573.675954,56.254946,4.321525,0,0,0,0,0,102.39858,191.169619,31.793938,3.41858,0,0,0,0,0,321.758324,600.720389,99.955703,10.739787,0,0,0,0,0,15.591003,52.341903,14.281552,2.127414,0,0,0,0,0,0.277355,0.350607,96.7751592351505,0.145716473375365,287.822014051522
"145","RootPainter","FEO1874",119,244,556.002374,126.888635,0.239473,0.987374,1053.039311,35.802203,457.932737,2.118,288.819658,243.218436,20.774237,3.190043,0,0,0,0,0,53.440364,77.400087,12.197886,2.655965,0,0,0,0,0,167.887856,243.207317,38.392891,8.444673,0,0,0,0,0,8.133613,20.164226,5.712471,1.791894,0,0,0,0,0,0.263661,0.438847,64.1294549019608,0.242163869078112,378.602620087336
"146","RootPainter","FEK5954",11,11,67.909679,13.31897,0.18932,0.423333,134.834174,2.590919,45.936338,0.733,51.837753,16.071926,0,0,0,0,0,0,0,10.216584,4.405406,0,0,0,0,0,0,0,32.096345,13.839992,0,0,0,0,0,0,0,1.623105,0.967813,0,0,0,0,0,0,0,0.215222,0.16198,23.4171306896552,1.11929396480554,547.169811320755
"147","RootPainter","FEU2975",56,80,347.932337,95.532067,0.254,1.033488,665.943427,32.740988,336.682279,1.61,167.961413,126.501985,49.394152,3.88792,0.186868,0,0,0,0,31.007532,44.111783,28.694177,3.164304,0.191501,0,0,0,0,97.413035,138.581253,90.145416,9.940955,0.601618,0,0,0,0,4.666137,12.662767,13.220862,2.037083,0.154139,0,0,0,0,0.30989,0.22993,32.4563747201493,0.327418341804468,365.870307167236
"148","RootPainter","FGC0245",251,499,994.078895,228.635743,0.239473,1.151591,1853.799518,71.329736,844.557568,2.572,535.563456,383.775781,66.7231,6.436945,1.579614,0,0,0,0,96.549304,126.344483,38.903794,5.349085,1.654373,0,0,0,0,303.318583,397.017101,122.219874,16.804645,5.197366,0,0,0,0,14.355264,34.085592,18.006651,3.519183,1.363046,0,0,0,0,0.272763,0.501972,73.9642034970238,0.18842071699242,358.4
"149","RootPainter","FDY4037",103,216,529.354592,109.222004,0.18932,0.850889,997.734479,28.417527,396.306604,1.627,351.923881,160.093769,15.183443,2.153499,0,0,0,0,0,63.055043,52.827868,8.576774,1.688625,0,0,0,0,0,198.093261,165.963642,26.94473,5.304972,0,0,0,0,0,9.275285,14.253959,3.846891,1.041392,0,0,0,0,0,0.239963,0.408044,92.3830003490401,0.201636124072302,333.139534883721
"150","RootPainter","FCF2601",54,106,368.713926,114.363571,0.30527,0.946602,699.731799,40.99111,402.040074,1.847,98.164482,210.857202,54.978199,4.714043,0,0,0,0,0,19.13669,72.95117,32.057544,3.797512,0,0,0,0,0,60.119686,229.278407,100.711744,11.930236,0,0,0,0,0,3.06438,20.663271,14.848122,2.415338,0,0,0,0,0,0.34838,0.287486,80.1552013043478,0.112219454413408,161.971830985915
"151","RootPainter","FCB1397",78,162,323.56961,63.044677,0.18932,1.100667,601.879511,15.62427,231.884133,1.731,227.599589,88.413112,5.650147,1.515491,0.391272,0,0,0,0,42.412589,26.344442,3.351214,1.268742,0.418818,0,0,0,0,133.243077,82.811277,10.52815,3.985872,1.315757,0,0,0,0,6.47107,6.375974,1.583253,0.841568,0.352405,0,0,0,0,0.230123,0.500665,202.23100625,0.102404784351525,340.425531914894
"152","RootPainter","FCJ1591",80,152,475.886684,127.99616,0.254,1.084262,894.883939,44.637035,461.54968,2.443,210.887162,207.161652,47.834138,9.485461,0.518272,0,0,0,0,40.380871,69.47516,28.568984,7.934924,0.54068,0,0,0,0,126.860247,218.310425,89.752112,24.928298,1.698597,0,0,0,0,6.335834,19.069083,13.543239,5.245555,0.443325,0,0,0,0,0.309084,0.319404,62.6166689473684,0.170262204915716,305.220883534137
"153","RootPainter","FCN7125",161,289,772.075513,209.082019,0.26774,1.250088,1404.322123,78.73045,783.847652,1.807,278.286135,402.665384,66.544011,22.595817,1.864429,0.119737,0,0,0,53.083937,135.57595,40.045358,18.581478,2.019363,0.149682,0,0,0,166.768106,425.972183,125.806203,58.486906,6.344016,0.470238,0,0,0,8.267629,37.281768,19.193814,12.117851,1.722429,0.14696,0,0,0,0.326135,0.374316,49.8113234193548,0.19687427164458,288.640595903166
