source,id,total_root_length,total_root_volume,rd,bi,srl,rtd,rdmc
raw,FCI1638,1652.478178,118.02957,0.243516,1.903202,117.19703390070923,0.11946158915939453,792.1348314606741
raw,FBW8179,2062.974175,234.349138,0.305641,1.898715,65.9097180511182,0.13356140443751066,299.8084291187739
raw,FBC0289,1519.41547,133.943534,0.275357,2.014591,83.02816775956283,0.13662473621160393,347.24857685009493
raw,FCE1581,1595.675228,158.137153,0.28224,2.529337,89.64467573033708,0.11256051890601572,37.39495798319328
raw,FCA5827,983.099394,30.641817,0.174889,2.394468,70.72657510791367,0.4536284516025926,463.3333333333333
raw,FEY3832,633.690198,54.651946,0.260533,2.223484,59.613377046095955,0.19450359553528065,356.7114093959732
raw,FGO9191,1518.369989,202.528313,0.333035,1.566812,105.44236034722222,0.07110116993864458,279.61165048543694
raw,FEL2208,910.607354,50.379314,0.22313,2.122759,90.87897744510978,0.1988911560010523,385.38461538461536
raw,FFY6725,2087.585739,148.24241,0.238948,1.908904,104.37928695000001,0.134914158505653,249.68789013732834
raw,FGG8281,1866.129859,158.288901,0.26257,1.772117,74.70495832666133,0.15781270728514313,332.1808510638298
raw,FGE4515,1141.113719,149.616464,0.320884,2.210998,66.45973902154921,0.1147600975250959,402.10772833723655
raw,FGJ9233,1753.505553,79.055751,0.198436,2.075842,126.42433691420332,0.17544580659286887,308.9086859688196
raw,FGA6390,2457.677722,414.019785,0.351271,2.155287,72.58351216774956,0.08178353119042367,315.85820895522386
raw,FEC6189,965.511711,59.215331,0.225513,1.791796,106.80439280973452,0.1526631675840839,322.85714285714283
raw,FGB1616,909.689338,171.380309,0.368141,1.544483,54.14817488095239,0.09802759779129584,330.70866141732284
raw,FGM0803,1654.906058,190.763355,0.303984,1.536643,76.90083912639406,0.1128099262041182,376.2237762237762
raw,FGN0784,945.454826,67.87893,0.245487,1.949326,91.1721143683703,0.15277200156219317,347.9865771812081
raw,FFX9242,1708.933059,269.694554,0.362014,1.665952,69.38420864799026,0.09132553711114241,329.718875502008
raw,FFP1160,1815.108098,218.492592,0.313153,1.446195,99.34910224411603,0.08361839562963307,319.40559440559446
raw,FGF3594,1252.49505,99.326641,0.271142,1.481044,80.54630546623795,0.1565541716043735,372.9016786570743
raw,FDB8375,803.764237,40.188811,0.218289,1.540253,78.18718258754865,0.25579258863866355,448.9082969432314
raw,FEV1588,565.14397,47.170917,0.267726,1.845547,61.899668127053666,0.19355146307628487,409.4170403587443
raw,FGK3505,1617.854709,122.112826,0.253746,2.229496,48.366359013452914,0.2739269992817953,489.7510980966326
raw,FEZ5712,377.564815,41.656384,0.329358,1.446109,99.8848716931217,0.09074239377090434,247.05882352941177
raw,FFD9944,1520.247271,95.100414,0.225376,1.978625,141.94652390289448,0.1126178062694869,250.23364485981313
raw,FDN1018,2426.371489,647.35894,0.442273,1.649789,36.470336524876,0.10277142384099927,360.01082251082255
raw,FDJ1565,6494.405199,1868.947475,0.438742,2.254402,62.99743136094674,0.055159388575112316,400.50505050505046
raw,FDF3034,1330.763647,171.248368,0.319293,2.47001,101.58501122137403,0.07649707937654623,352.1505376344087
raw,FGI9956,2767.791777,411.004713,0.341226,2.398302,87.89430857415053,0.0766171262858487,387.807881773399
raw,FES3675,1612.943719,305.351888,0.367154,1.99449,108.106147386059,0.04886165956832073,227.43902439024387
raw,FFK2932,1846.971463,206.764945,0.316366,1.68871,51.591381648044695,0.17314346975015518,552.4691358024692
raw,FFL3841,1345.406836,115.560073,0.280218,2.038045,70.69925570152392,0.1646762545745363,442.5581395348837
raw,FFW6775,1661.833203,128.016455,0.270851,1.764918,87.23533874015747,0.14880899490616264,409.6774193548387
raw,FFS2715,987.292282,57.259411,0.225206,2.187802,32.222332963446476,0.5351085431179164,596.1089494163424
raw,FFG0527,1270.977145,67.681645,0.219195,1.829301,94.99081801195815,0.19769023049011294,400.5988023952096
raw,FBT2327,1411.957093,116.179026,0.271123,2.041139,87.15784524691358,0.13943997086014476,347.63948497854074
raw,FBX4690,1318.778616,111.908432,0.280213,1.74328,90.32730246575343,0.13046380633766722,339.5348837209302
raw,FCR0255,304.72526,38.702267,0.332226,2.352939,95.22664375,0.08268249505901037,363.6363636363636
raw,FCV8597,1298.681159,121.514375,0.287812,2.328516,70.19898156756757,0.15224536191705712,371.4859437751004
raw,FCQ4012,1528.277981,283.993224,0.372248,2.148169,31.70701205394191,0.1697223592912203,483.4503510531595
raw,FBR3362,1558.578073,140.176946,0.275439,1.751597,80.7972044064282,0.13761178674844293,334.89583333333337
raw,FBI0246,1818.160603,101.057407,0.227104,1.872772,176.178353003876,0.10212017413033365,326.58227848101257
raw,FBQ2034,564.748746,67.237908,0.327796,1.503323,58.95080855949896,0.1424791503031296,246.2724935732648
raw,FBJ6221,1371.864152,161.544886,0.30963,1.982704,99.84455254730713,0.08505376022859677,392.57142857142856
raw,FBN8285,871.727642,65.396899,0.270632,1.814787,159.95002605504587,0.08333728484587624,219.75806451612905
raw,FCK8784,147.767292,7.67729,0.226838,1.888104,17.08292393063584,1.126699655737897,640.7407407407408
raw,FCW1015,945.85676,133.258139,0.349137,1.547803,66.097607267645,0.107385560892457,285.6287425149701
raw,FCO4501,394.771836,34.691374,0.297589,1.294419,80.07542312373225,0.14211025484317802,337.6712328767124
raw,FCS7407,793.940839,85.650832,0.321761,1.335112,60.51378346036586,0.15318006484747282,473.64620938628155
raw,FCC1836,1520.106423,145.687934,0.293904,1.478186,123.68644613506915,0.08435839305676474,287.8220140515223
raw,FEO1874,493.071098,32.584404,0.239543,2.516878,56.870945559400234,0.2660782133685797,378.6026200873362
raw,FEK5954,81.048874,4.098525,0.238245,1.320191,27.947887586206896,0.7075716263777821,547.1698113207547
raw,FEU2975,565.785201,84.361071,0.357276,1.633129,52.77847024253732,0.12707282959933025,365.8703071672355
raw,FGC0245,738.604373,62.550818,0.262754,2.319239,54.955682514880955,0.2148652956065259,358.40000000000003
raw,FDY4037,544.529008,43.493175,0.267274,1.878688,95.03124048865621,0.13174480823715445,333.1395348837209
raw,FCF2601,620.26026,81.023033,0.336295,2.299035,134.83918695652173,0.056773979320176776,161.97183098591546
raw,FCB1397,399.09491,18.126851,0.201425,1.804082,249.43431875000002,0.08826684789321654,340.4255319148936
raw,FCJ1591,751.616531,100.974281,0.324995,1.991707,98.89691197368421,0.0752666909309312,305.22088353413653
raw,FCN7125,1109.195492,166.356321,0.353628,1.694922,71.56099948387097,0.09317349594428696,288.6405959031658
raw,FCU3875,1908.71411,345.658407,0.404853,1.900756,87.55569311926605,0.06306804509458959,302.77777777777783
raw,FBD8952,1118.851924,131.145225,0.309491,1.743752,72.51146623460792,0.11765582772838278,311.0887096774194
raw,FBP4231,1770.0022,273.931953,0.338932,1.928246,89.9848601931876,0.07180615399036709,230.59788980070343
raw,FBM2759,1988.751453,278.845597,0.328903,1.88108,57.74539642857143,0.12350921216087912,355.05154639175254
raw,FBH8238,1300.114674,61.002388,0.206714,1.669084,175.92891393775372,0.12114279854093579,221.2574850299401
raw,FBZ6377,676.263396,55.738283,0.277166,1.604404,62.44352686980609,0.19430092599013138,342.72151898734177
raw,FBU8395,482.804553,56.445087,0.322087,1.42915,28.738366250000002,0.29763440704768507,473.2394366197184
raw,FCD2673,615.934267,55.705115,0.275603,1.730704,47.56249166023166,0.2324741632792608,528.5714285714286
raw,FBY9580,1628.456396,168.574005,0.291362,1.538881,69.4437695522388,0.13910804337833702,383.79705400981993
raw,FCL0130,1151.185867,80.837207,0.254408,1.633967,86.8819522264151,0.16390967095139738,384.0579710144927
raw,FFU7165,1734.518785,187.187076,0.290127,2.925307,185.70864935760173,0.049896607178157956,125.87601078167116
raw,FFT9800,730.950851,58.716084,0.270181,2.665022,157.53251099137933,0.07902434365343575,147.3015873015873
raw,FBE2394,337.416223,14.558596,0.197782,2.391705,52.393823447204966,0.4423503475197746,235.03649635036498
raw,FCG9760,385.116135,20.328279,0.223331,2.570653,56.718134756995575,0.33401745420751067,17.374616171954965
raw,FEG8108,955.79856,76.028419,0.258114,2.100861,100.82263291139239,0.12469021616772014,356.3909774436091
raw,FBS3237,712.679959,58.275946,0.260309,2.58461,48.81369582191781,0.25053218355305634,443.76899696048633
raw,FCM1008,3147.104255,556.507605,0.333121,2.711064,97.73615698757766,0.057860844507237226,414.4144144144144
raw,FBK1070,1276.649598,119.536902,0.26261,2.501078,44.7947227368421,0.2384200989247655,443.2348367029549
raw,FBO8536,1676.439751,154.319045,0.271158,2.081793,56.44578286195286,0.1924584227436089,424.2857142857142
raw,FBG3400,1040.66014,185.679997,0.375355,2.027559,39.12256165413534,0.14325721903151475,420.886075949367
raw,FFH9263,2183.314879,300.048678,0.348295,1.63696,68.78748831127915,0.10578283567708302,260.1639344262295
raw,FBF4179,3376.083059,446.011909,0.324165,2.10451,77.8437412727692,0.09723955599580189,355.4918032786885
raw,FFC7215,1056.099345,132.640612,0.330556,1.583184,97.51609833795014,0.081649201075761,384.0425531914894
raw,FCH5965,1744.973304,145.970827,0.268524,1.980546,150.55852493528906,0.0793994268457491,298.7113402061856
raw,FET3274,1383.28009,97.120865,0.250269,1.404632,137.7769013944223,0.10337634451670091,525.6544502617802
raw,FCX5914,469.569174,36.292687,0.262359,1.390636,39.55932384161752,0.3270631353363282,401.01351351351354
raw,FCT4052,1370.643999,163.458994,0.318444,1.50878,76.2740121869783,0.10993582892110544,373.5966735966736
raw,FCP0847,922.221553,82.434882,0.282473,1.733857,87.8306240952381,0.1273732641480581,345.39473684210526
raw,FEP9413,1035.434396,81.013861,0.265909,1.541382,102.11384575936884,0.12516376672875767,422.5
raw,FFO5284,952.570866,48.556874,0.218734,1.342682,120.73141520912549,0.1624898670371573,330.12552301255226
raw,FEH0081,1269.025896,95.006681,0.239875,2.504283,124.41430352941175,0.10736087075813122,430.3797468354431
raw,FED1194,671.298539,68.7163,0.287744,2.347689,47.10866940350877,0.20737437842258677,494.7916666666667
raw,FDZ1151,974.519295,53.601286,0.225885,2.289334,74.9630226923077,0.24253149448690461,414.0127388535032
raw,FDV4335,1397.918324,86.796253,0.234339,2.197553,77.44699855955679,0.20795828594121457,413.9908256880734
raw,FDR6843,1415.808216,98.883783,0.245409,2.117518,85.34106184448461,0.16777270748227746,435.4330708661417
gimp,FCI1638,1314.275974,72.898101,0.220144,1.301857,93.21106198581559,0.19342067634930574,792.1348314606741
gimp,FBW8179,1907.643227,162.422157,0.268941,1.397536,60.947067955271564,0.19270769812520097,299.8084291187739
gimp,FBC0289,1436.003281,92.933212,0.240895,1.587044,78.47012464480875,0.19691560859857077,347.24857685009493
gimp,FCA5827,1751.616378,37.111197,0.1478,1.612225,126.01556676258994,0.37455003135576576,463.3333333333333
gimp,FCF2601,591.897052,60.829416,0.309553,1.836468,128.67327217391306,0.07562130795403328,161.97183098591546
gimp,FBP4231,1425.498597,125.795839,0.27576,1.525782,72.47069633960346,0.15636447243696194,230.59788980070343
gimp,FBM2759,1660.803281,125.548128,0.257089,1.222902,48.223091782810684,0.27431711287642613,355.05154639175254
gimp,FBZ6377,857.017859,52.875397,0.243652,1.218178,79.13368965835643,0.2048211571820444,342.72151898734177
gimp,FBE2394,887.952399,25.100791,0.168066,1.542875,137.88080729813663,0.2565656197846514,235.03649635036498
gimp,FCG9760,452.819523,23.465424,0.226874,1.49066,66.68917864506628,0.2893619139377154,17.374616171954965
gimp,FBS3237,930.813332,36.312537,0.193476,0.793929,63.75433780821918,0.4020649947978022,443.76899696048633
gimp,FCM1008,2111.636662,149.030508,0.249014,1.435853,65.57877832298136,0.21606314325923118,414.4144144144144
gimp,FBK1070,1606.943195,88.505711,0.20641,1.583752,56.38397175438597,0.3220131184528872,443.2348367029549
gimp,FBO8536,1528.819915,90.460676,0.226335,0.993577,51.475418013468015,0.3283194567327797,424.2857142857142
gimp,FBG3400,768.326805,115.791022,0.346882,1.526694,28.884466353383463,0.22972420089702633,420.886075949367
gimp,FBF4179,2692.936938,257.360725,0.290635,1.1251660000000001,62.09215905003459,0.16851833161411867,355.4918032786885
gimp,FCH5965,1446.519483,74.068,0.220521,0.953323,124.80754814495256,0.15647783118215694,298.7113402061856
gimp,FCX5914,315.982704,17.873423,0.235431,1.076008,26.62027834877843,0.6641145347480447,401.01351351351354
gimp,FCT4052,1672.166666,105.272733,0.242158,0.864746,93.0532368391764,0.17069947257852608,373.5966735966736
gimp,FCP0847,1264.745192,60.183964,0.221407,0.785929,120.45192304761905,0.1744650784385023,345.39473684210526
rootpainter,FCI1638,1318.066891,89.878793,0.2628,0.515907,93.47992134751773,0.156877941162383,792.1348314606741
rootpainter,FBW8179,1551.731842,144.313764,0.308655,0.387954,49.576097188498395,0.2168885290802893,299.8084291187739
rootpainter,FBC0289,1185.77074,96.305368,0.291187,0.45034,64.79621530054645,0.19002056043231152,347.24857685009493
rootpainter,FCE1581,1068.890457,104.231651,0.31962,0.406964,60.050025674157304,0.17077346304338975,37.39495798319328
rootpainter,FCA5827,1561.236903,75.958142,0.23528,0.539956,112.31920165467626,0.1829955240348033,463.3333333333333
rootpainter,FEY3832,932.442329,60.220092,0.26147,0.33675,87.71799896519285,0.17651915908730262,356.7114093959732
rootpainter,FGO9191,1098.931528,114.766749,0.324198,0.450438,76.31468944444445,0.12547188210411014,279.61165048543694
rootpainter,FEL2208,961.957474,56.500935,0.256532,0.369039,96.00373992015969,0.1773421979653965,385.38461538461536
rootpainter,FFY6725,2294.106374,136.758801,0.252074,0.420207,114.7053187,0.14624287324660004,249.68789013732834
rootpainter,FGG8281,1706.601931,134.684547,0.282291,0.358021,68.31873222578062,0.1854704237153502,332.1808510638298
rootpainter,FGE4515,860.967233,78.317388,0.303046,0.372836,50.143694408852646,0.21923611650582628,402.10772833723655
rootpainter,FGJ9233,2066.733494,103.190068,0.232929,0.438857,149.0074617159337,0.13441216067422304,308.9086859688196
rootpainter,FGA6390,1569.506216,216.528368,0.357461,0.523094,46.35281204961606,0.15637673858974452,315.85820895522386
rootpainter,FEC6189,949.475283,50.716781,0.237315,0.351773,105.03045165929205,0.1782447509829143,322.85714285714283
rootpainter,FGB1616,622.612484,74.495702,0.326287,0.430444,37.06026690476191,0.22551636603142555,330.70866141732284
rootpainter,FGM0803,1185.570983,80.235187,0.268667,0.352573,55.09158842936803,0.2682115017691677,376.2237762237762
rootpainter,FGN0784,1029.429507,69.112244,0.268579,0.305995,99.26996210221795,0.15004577191850405,347.9865771812081
rootpainter,FFX9242,1685.012395,166.889415,0.319616,0.368543,68.4130083231831,0.14758275712093544,329.718875502008
rootpainter,FFP1160,1522.145274,127.253429,0.292568,0.406006,83.31391756978654,0.14357176968488605,319.40559440559446
rootpainter,FGF3594,1196.854258,82.905509,0.275563,0.391025,76.96811948553055,0.18756292781460396,372.9016786570743
rootpainter,FDB8375,1272.809424,67.709641,0.246384,0.385761,123.81414630350196,0.15182476008106435,448.9082969432314
rootpainter,FEV1588,768.040441,62.105082,0.294943,0.386698,84.12272081051479,0.14700890339376732,409.4170403587443
rootpainter,FGK3505,1634.273812,140.464301,0.300633,0.49135,48.85721411061285,0.23813879940925345,489.7510980966326
rootpainter,FEZ5712,277.937234,21.533563,0.29742,0.237464,73.52836878306879,0.17553992342094057,247.05882352941177
rootpainter,FFD9944,1548.360432,90.526024,0.24857,0.501821,144.571468907563,0.11830852087351146,250.23364485981313
rootpainter,FDN1018,1398.335213,204.599001,0.35809,0.396185,21.01811533142943,0.3251726532134925,360.01082251082255
rootpainter,FDJ1565,2471.003003,271.691198,0.326106,0.374342,23.96937630226016,0.3794381296077174,400.50505050505046
rootpainter,FDF3034,651.10214,52.992536,0.293245,0.307171,49.7024534351145,0.2472046251947633,352.1505376344087
rootpainter,FGI9956,1176.831269,121.855568,0.319302,0.237927,37.371586821213086,0.258420690304443,387.807881773399
rootpainter,FES3675,983.009831,85.287418,0.298348,0.42319,65.88537741286864,0.17493787887915657,227.43902439024387
rootpainter,FFK2932,1170.683785,95.515827,0.292101,0.280178,32.700664385474866,0.37480699402832995,552.4691358024692
rootpainter,FFL3841,1195.081581,69.985116,0.255678,0.326338,62.79987288491855,0.2719149597465838,442.5581395348837
rootpainter,FFW6775,1177.021662,66.595081,0.252332,0.286316,61.78591401574803,0.28605716389172947,409.6774193548387
rootpainter,FFS2715,1555.530183,97.701284,0.261556,0.346506,50.76795636422977,0.3136089797960076,596.1089494163424
rootpainter,FFG0527,1092.792162,54.461143,0.235171,0.360544,81.67355470852019,0.24567975005592518,400.5988023952096
rootpainter,FBT2327,1115.271125,82.701692,0.275913,0.393626,68.84389660493828,0.1958847468320237,347.63948497854074
rootpainter,FBX4690,921.50696,56.746535,0.262245,0.317957,63.11691506849316,0.2572844315516357,339.5348837209302
rootpainter,FCR0255,210.729988,21.344409,0.323119,0.588431,65.85312125,0.14992216462868568,363.6363636363636
rootpainter,FCV8597,1009.189064,86.689275,0.305654,0.296277,54.550760216216226,0.21340586825763624,371.4859437751004
rootpainter,FCQ4012,966.875065,129.933781,0.360265,0.411635,20.05964865145228,0.3709581883097821,483.4503510531595
rootpainter,FBR3362,1161.205461,82.343575,0.272041,0.476229,60.1972763608087,0.23426235744561735,334.89583333333337
rootpainter,FBI0246,1384.162003,67.859183,0.235311,0.43492,134.12422509689924,0.15207963821197198,326.58227848101257
rootpainter,FBQ2034,384.71799,33.111257,0.29752,0.15076,40.158454070981215,0.2893275842714156,246.2724935732648
rootpainter,FBJ6221,919.170419,81.370931,0.297983,0.478693,66.89741040756914,0.16885636960452133,392.57142857142856
rootpainter,FBN8285,614.712528,28.462369,0.231434,0.382293,112.7912895412844,0.19148089886685118,219.75806451612905
rootpainter,FCK8784,544.592527,36.687523,0.277841,0.325014,62.9586736416185,0.2357749799570824,640.7407407407408
rootpainter,FCW1015,830.649605,88.879016,0.326452,0.400891,58.0467928022362,0.16100538286787514,285.6287425149701
rootpainter,FCO4501,490.106341,27.432873,0.255907,0.248926,99.4130509127789,0.1797113995315037,337.6712328767124
rootpainter,FCS7407,629.694274,40.605331,0.272705,0.311262,47.994990396341464,0.3231102832285741,473.64620938628155
rootpainter,FCC1836,1189.366707,84.341871,0.277355,0.350607,96.77515923515053,0.14571647337536536,287.8220140515223
rootpainter,FEO1874,556.002374,35.802203,0.263661,0.438847,64.12945490196078,0.24216386907811235,378.6026200873362
rootpainter,FEK5954,67.909679,2.590919,0.215222,0.16198,23.417130689655174,1.119293964805538,547.1698113207547
rootpainter,FEU2975,347.932337,32.740988,0.30989,0.22993,32.456374720149256,0.3274183418044684,365.8703071672355
rootpainter,FGC0245,994.078895,71.329736,0.272763,0.501972,73.9642034970238,0.18842071699241955,358.40000000000003
rootpainter,FDY4037,529.354592,28.417527,0.239963,0.408044,92.38300034904015,0.20163612407230228,333.1395348837209
rootpainter,FCF2601,368.713926,40.99111,0.34838,0.287486,80.15520130434783,0.11221945441340818,161.97183098591546
rootpainter,FCB1397,323.56961,15.62427,0.230123,0.500665,202.23100625,0.10240478435152492,340.4255319148936
rootpainter,FCJ1591,475.886684,44.637035,0.309084,0.319404,62.616668947368424,0.17026220491571628,305.22088353413653
rootpainter,FCN7125,772.075513,78.73045,0.326135,0.374316,49.811323419354835,0.19687427164457968,288.6405959031658
rootpainter,FCU3875,1101.43895,127.17214,0.354316,0.34228,50.524722477064216,0.17142119335256922,302.77777777777783
rootpainter,FBD8952,765.949089,59.193603,0.277175,0.261114,49.640252041477645,0.26067005922920417,311.0887096774194
rootpainter,FBP4231,1119.29945,114.149411,0.313972,0.426159,56.90388662938485,0.17231801572765013,230.59788980070343
rootpainter,FBM2759,1369.442893,127.893169,0.304636,0.42426,39.76315020325203,0.2692872517687008,355.05154639175254
rootpainter,FBH8238,990.2572,44.169911,0.224573,0.400906,133.9996211096076,0.16730846480537395,221.2574850299401
rootpainter,FBZ6377,708.271098,57.981301,0.300308,0.408036,65.39899335180057,0.18678435656350653,342.72151898734177
rootpainter,FBU8395,929.447789,69.021513,0.285861,0.305558,55.324273154761904,0.24340237224298455,473.2394366197184
rootpainter,FCD2673,774.377249,60.463096,0.28904,0.37966,59.79747096525097,0.2141802331789295,528.5714285714286
rootpainter,FBY9580,1694.492016,132.563228,0.284323,0.474478,72.25978746268656,0.17689671829657014,383.79705400981993
rootpainter,FCL0130,1163.305662,83.603139,0.28242,0.328375,87.79665373584906,0.1584868721256985,384.0579710144927
rootpainter,FFU7165,965.296483,128.564625,0.375633,0.447531,103.3508011777302,0.07264828874972411,125.87601078167116
rootpainter,FFT9800,529.047382,46.559796,0.314897,0.283528,114.01883232758621,0.09965679402890855,147.3015873015873
rootpainter,FBE2394,583.687821,32.369208,0.24752,0.476282,90.6347548136646,0.19895451257256586,235.03649635036498
rootpainter,FCG9760,317.568674,23.584056,0.286003,0.267659,46.77005508100147,0.2879063719997951,17.374616171954965
rootpainter,FEG8108,802.913315,46.825722,0.251685,0.404776,84.6954973628692,0.20245283137332085,356.3909774436091
rootpainter,FBS3237,821.734718,77.562611,0.312116,0.451484,56.28319986301371,0.18823502473375991,443.76899696048633
rootpainter,FCM1008,1556.334871,145.213469,0.306359,0.502463,48.33338108695652,0.22174251618491392,414.4144144144144
rootpainter,FBK1070,1179.061228,90.930101,0.279577,0.427459,41.370569403508775,0.31342756344238526,443.2348367029549
rootpainter,FBO8536,1316.542072,113.084877,0.289672,0.423838,44.32801589225589,0.262634587293224,424.2857142857142
rootpainter,FBG3400,641.165877,80.21192,0.343326,0.583312,24.103980338345867,0.33162153455496385,420.886075949367
rootpainter,FFH9263,1908.682086,203.127241,0.339084,0.251482,60.134911342155014,0.15625673761797412,260.1639344262295
rootpainter,FBF4179,2383.898058,231.779959,0.310761,0.445908,54.966521973714556,0.18711712689534127,355.4918032786885
rootpainter,FFC7215,900.798092,81.179114,0.306958,0.424068,83.17618578024009,0.13340869918831585,384.0425531914894
rootpainter,FCH5965,1303.539685,89.067164,0.273399,0.342912,112.4710685936152,0.1301265189043181,298.7113402061856
rootpainter,FET3274,1137.416052,66.006879,0.252849,0.390358,113.28845139442231,0.1521053585945186,525.6544502617802
rootpainter,FCX5914,1095.216982,65.49297,0.255433,0.416356,92.26764802021903,0.18124082630547983,401.01351351351354
rootpainter,FCT4052,1353.774059,112.656251,0.293154,0.391498,75.3352286588759,0.1595117877657761,373.5966735966736
rootpainter,FCP0847,1049.86903,74.93593,0.278884,0.364807,99.98752666666665,0.140119699588702,345.39473684210526
rootpainter,FEP9413,949.364572,64.238945,0.274748,0.412908,93.62569743589744,0.1578481713857536,422.5
rootpainter,FFO5284,1189.621186,58.421813,0.237189,0.294211,150.77581571609636,0.13505229630583357,330.12552301255226
rootpainter,FEH0081,857.687413,64.205967,0.272998,0.458209,84.0870012745098,0.1588637392533937,430.3797468354431
rootpainter,FED1194,536.457227,44.263995,0.292776,0.443651,37.646121192982456,0.3219320804640431,494.7916666666667
rootpainter,FDZ1151,1140.441533,63.558866,0.246726,0.416505,87.72627176923076,0.2045348008568938,414.0127388535032
rootpainter,FDV4335,1325.862079,79.482784,0.252789,0.367308,73.45496282548476,0.22709320297587965,413.9908256880734
rootpainter,FDR6843,1321.921252,85.149809,0.260498,0.389584,79.68181145268234,0.19483308529793647,435.4330708661417
